FamilyID	Skow<1>	Anja<2>	Arub<3>	Spur<4>	Ajap<5>	Blan<6>	Cint<7>	Ebur<8>	Cmil<9>	Cpla<10>	Leri<11>	Drer<12>	Sorb<13>	Lcha<14>	Pann<15>	Rbiv<16>	Gser<17>	Muni<18>	Pwal<19>	Bbom<20>	Xtro<21>	Xlae<22>	Sbom<23>	Bbuf<24>	Npar<25>	Rtem<26>	Oana<27>	Mdom<28>	Hsap<29>	Clup<30>	Ttru<31>	Emac<32>	Ctig<33>	Acar<34>	Tgut<35>	Ggal<36>	Amis<37>	Asin<38>	Ggan<39>	Cpor<40>	Psin<41>	Pmeg<42>	Tcar<43>	Cpic<44>	Cser<45>	<46>	<47>	<48>	<49>	<50>	<51>	<52>	<53>	<54>	<55>	<56>	<57>	<58>	<59>	<60>	<61>	<62>	<63>	<64>	<65>	<66>	<67>	<68>	<69>	<70>	<71>	<72>	<73>	<74>	<75>	<76>	<77>	<78>	<79>	<80>	<81>	<82>	<83>	<84>	<85>	<86>	<87>	<88>	<89>
OG0002053	1	1	1	1	2	1	1	2	3	3	3	4	2	4	3	3	3	3	3	3	2	4	2	2	2	2	3	4	3	3	3	3	3	4	4	4	3	3	2	3	3	3	4	3	3	1	1	1	1	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0002054	2	2	2	2	2	2	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002055	1	1	1	1	1	1	1	3	2	4	4	4	2	3	3	2	3	2	3	2	3	6	3	3	3	2	3	4	3	4	3	2	3	3	3	2	3	3	2	2	2	3	5	3	2	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0002056	2	2	1	2	1	1	0	1	2	3	2	3	3	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002057	2	2	1	2	2	2	3	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002058	2	2	2	2	1	3	3	1	2	3	2	1	1	1	1	3	2	2	3	2	2	4	2	2	2	2	2	2	2	3	2	1	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
OG0002059	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	2	3	4	3	3	8	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0002060	2	1	2	2	2	1	1	2	2	2	2	4	4	1	2	2	2	2	4	2	2	5	2	2	3	2	2	3	2	3	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002061	1	1	2	2	3	2	0	2	3	4	2	4	2	1	3	2	2	2	2	2	2	3	1	1	1	1	2	2	2	4	2	2	2	3	2	2	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002062	0	0	0	1	0	2	1	4	7	7	7	6	7	5	5	8	7	7	7	5	8	12	5	5	5	6	5	5	6	6	6	5	5	4	6	6	5	6	4	3	6	4	6	6	5	2	1	1	1	1	2	2	4	6	7	7	6	6	6	6	6	6	7	7	6	6	6	8	6	6	6	6	6	6	6	6	6	5	5	6	6	6	5	5	5	6	6	6	6
OG0002063	1	1	1	1	1	1	1	3	4	2	3	3	5	3	3	3	3	3	3	4	3	7	3	3	3	3	3	3	3	4	5	2	2	3	2	2	4	3	2	2	3	3	3	3	4	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3
OG0002064	1	1	1	1	2	1	1	1	3	4	2	3	3	3	3	4	2	3	3	2	4	3	2	2	1	1	2	3	2	2	2	3	3	2	2	2	2	3	2	2	3	4	3	3	3	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	2	2	1	3	3	3	2	2	3	3	3	3	2	2	2	2	2	3	3	3	3
OG0002065	1	0	2	1	1	1	1	2	3	1	1	6	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002066	1	1	1	1	3	1	1	4	2	2	2	6	6	3	3	3	3	3	3	3	3	9	3	3	2	3	3	3	3	4	3	3	3	4	2	2	3	3	2	2	2	2	4	5	3	1	1	1	1	1	1	1	3	3	2	2	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3
OG0002067	2	1	1	2	1	3	1	1	3	5	3	3	2	2	2	2	2	2	5	3	2	4	3	3	3	3	2	3	2	2	2	3	3	2	2	2	4	3	3	2	2	3	3	3	4	2	2	1	1	1	2	2	2	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	2	3	3	3	3	3	3	3
OG0002068	2	1	1	1	1	2	1	1	1	1	1	4	3	2	2	2	2	2	2	2	2	4	2	2	2	2	2	1	2	3	2	2	2	2	1	1	2	2	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2
OG0002069	1	2	2	1	3	2	1	1	2	5	2	2	5	2	2	2	2	2	2	2	3	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002070	1	1	1	2	0	1	2	3	2	2	2	3	5	2	3	1	2	2	4	1	1	3	1	1	1	1	2	2	2	2	2	2	4	2	2	3	3	3	2	2	2	4	3	3	4	1	1	1	1	1	1	2	2	2	2	2	2	3	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3
OG0002071	1	2	1	1	1	1	1	1	3	3	3	4	4	3	2	3	3	3	2	2	3	6	3	3	3	3	2	3	3	1	2	3	2	2	3	2	3	3	2	2	3	3	3	3	3	1	1	1	1	1	1	1	1	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0002072	2	4	2	4	5	2	1	2	2	2	3	2	5	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	4	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002073	0	3	2	10	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	2	2	2	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002074	0	4	1	5	21	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	5	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0
OG0002076	1	2	1	1	1	1	1	3	2	3	3	4	5	3	3	3	3	3	5	4	4	4	3	3	2	4	4	3	3	5	3	2	2	0	2	1	3	2	1	3	1	2	3	3	3	1	1	1	1	1	1	1	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002077	2	1	1	2	1	2	1	1	1	2	2	2	5	3	2	2	2	2	1	2	1	4	2	2	2	2	2	2	2	3	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002078	3	1	1	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0002079	1	1	1	1	2	1	1	1	2	1	1	3	3	1	2	1	1	1	2	2	2	1	2	2	2	2	2	2	2	3	2	2	2	1	3	3	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	2	3	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2
OG0002080	1	1	1	1	1	6	3	2	3	3	4	2	2	3	3	3	2	3	3	4	3	5	4	3	3	2	2	3	4	7	4	3	3	4	3	4	3	6	2	1	5	5	6	5	2	2	1	1	1	1	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	3	4	4	4	4
OG0002081	0	0	1	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0002082	5	2	1	1	4	2	1	4	3	2	1	2	3	2	2	2	2	4	2	2	2	6	2	2	3	2	2	2	3	3	2	2	3	1	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002083	1	1	1	1	3	1	1	5	3	2	3	5	3	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	3	2	2	2	4	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002084	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	4	1	2	4	2	3	3	1	3	2	2	1	1	1	2	2	2	2	3	2	2	2	2	2	2	4	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002085	5	1	1	3	13	1	1	1	2	5	2	1	1	2	5	4	2	4	4	4	2	3	2	2	2	3	3	2	3	5	3	3	3	3	2	2	4	5	0	0	2	3	3	3	5	2	2	2	2	3	2	2	2	2	2	2	2	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3
OG0002086	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0002087	1	0	1	4	1	2	1	3	5	4	5	7	7	3	5	4	3	4	4	5	4	11	5	4	4	4	4	1	3	3	4	3	3	3	3	5	3	3	3	3	3	2	3	3	3	2	1	1	1	1	2	2	3	4	4	4	4	6	4	4	4	4	4	4	4	4	4	5	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0002088	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002089	1	1	1	1	1	1	1	1	2	2	2	3	2	1	1	2	2	2	1	1	1	3	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002090	4	3	3	3	3	1	4	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	0	1	2	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	2	3	3	3	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002091	1	1	2	2	2	1	1	4	1	1	4	2	2	1	1	1	1	1	2	1	1	3	1	4	1	1	1	1	1	3	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002092	1	2	3	2	1	1	1	2	3	3	3	3	3	3	3	3	3	4	3	3	4	6	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0002093	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002094	1	1	1	1	1	1	1	3	2	2	3	3	4	2	2	2	2	2	2	1	3	7	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002095	1	1	1	1	1	1	1	3	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	3	2	3	2	2	2	2	2	3	2	2	2	2	1	2	2	2	3	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002096	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0002097	1	1	3	3	1	2	1	2	1	5	2	2	3	2	4	3	3	3	3	2	2	5	2	2	2	2	3	3	3	3	3	3	3	3	2	2	4	3	2	1	3	2	5	3	3	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3
OG0002098	1	1	1	1	1	1	0	5	4	4	3	4	3	3	3	3	3	4	3	3	3	4	3	3	3	3	3	3	3	6	3	3	3	3	2	2	3	2	1	3	2	3	2	3	4	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3
OG0002099	2	3	2	2	3	2	2	2	1	2	1	2	1	2	3	2	2	2	2	2	2	4	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002100	1	3	1	2	2	2	2	2	3	2	1	2	2	2	2	3	2	2	2	2	3	4	2	2	2	2	1	1	1	1	2	2	2	3	2	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002101	2	1	1	1	9	1	2	1	2	2	2	2	3	3	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002102	1	1	1	1	1	3	2	3	3	3	2	4	5	3	2	2	3	3	2	1	1	3	2	3	2	2	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	1	1	1	1	2	2	3	3	3	3	3	4	3	3	3	3	3	3	3	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0002103	1	2	1	2	8	2	1	4	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002105	2	2	1	2	0	2	1	1	1	2	2	3	2	2	2	2	2	2	2	2	1	5	2	2	2	1	2	4	2	3	2	2	2	3	2	2	2	2	2	3	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002106	1	1	1	1	1	1	1	1	3	3	4	4	3	3	3	3	3	4	4	4	3	6	3	3	3	3	3	3	3	3	3	3	3	2	2	4	2	3	3	3	3	4	4	2	3	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0002107	1	1	1	1	3	1	0	1	1	1	1	1	1	1	2	3	1	2	1	1	1	2	1	0	0	0	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002108	2	0	2	2	4	1	2	1	1	1	1	2	3	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	0	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002109	3	5	2	2	2	3	1	1	2	2	2	2	2	2	4	2	2	2	2	3	3	5	3	2	2	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002110	3	4	1	6	0	1	0	2	4	3	1	7	7	3	1	1	3	3	3	4	3	3	1	3	4	8	0	1	2	1	1	2	0	2	1	1	2	2	2	2	2	4	1	3	2	2	2	2	2	2	2	2	2	3	3	3	3	6	3	3	3	3	3	3	3	3	3	3	3	3	4	2	1	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
OG0002111	1	1	1	1	3	1	1	1	2	2	2	3	4	2	2	2	2	2	2	1	1	2	2	1	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002112	1	1	1	2	2	1	1	3	5	4	4	6	4	3	3	3	3	3	4	3	3	7	3	3	5	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	1	1	1	1	2	1	1	3	3	4	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0002113	5	4	3	4	3	6	4	0	2	3	2	2	0	1	1	4	1	2	3	1	2	5	2	2	1	3	1	0	2	2	2	2	1	1	1	1	1	1	2	0	1	3	2	2	3	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	2
OG0002115	1	1	1	2	0	1	1	2	1	2	1	3	5	2	2	3	2	2	2	3	2	5	2	2	3	2	1	2	1	1	1	2	1	1	2	3	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002116	2	2	2	1	1	6	1	1	1	2	1	2	4	1	2	2	3	2	0	5	1	2	1	2	1	1	2	3	3	2	2	3	2	2	3	3	2	2	1	1	1	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2
OG0002118	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002119	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	10	4	4	4	4	3	4	4	4	4	4	4	4	4	5	2	4	4	3	4	4	4	4	4	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
OG0002120	2	1	1	3	3	1	1	1	2	2	2	2	2	2	1	2	2	3	2	2	2	6	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002121	3	2	1	2	1	5	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002122	1	1	1	1	1	1	1	2	2	2	2	3	2	2	2	2	2	2	5	2	2	6	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002123	3	2	2	1	5	11	1	4	0	0	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
OG0002124	1	1	1	1	1	1	1	2	2	2	4	3	3	3	3	3	3	4	3	3	3	5	3	3	3	3	2	2	2	3	2	3	3	3	2	2	2	3	2	3	1	3	3	4	3	1	1	1	1	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	2	3	3	3	3	3	3	3
OG0002125	1	2	1	0	0	1	1	1	3	3	3	4	5	3	3	3	3	3	3	3	3	8	3	3	3	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	0	1	1	1	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0002126	3	2	2	3	2	2	4	0	1	2	2	1	1	2	1	2	1	2	3	2	2	2	1	2	1	1	3	3	3	3	3	3	3	2	1	0	3	3	3	3	2	3	2	5	3	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3
OG0002127	1	1	1	1	1	1	1	2	3	3	3	4	4	3	5	3	3	3	3	3	3	6	3	3	3	3	3	3	4	5	4	3	3	3	3	4	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	2	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0002128	3	3	2	4	1	1	1	2	4	3	2	1	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0002129	1	1	1	2	1	1	1	4	2	1	1	4	4	1	1	1	2	2	2	3	3	3	2	2	2	2	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
