Desc	Orthogroup	Anas	Caug	Cqua	Cscu	Dapu	Dgal	Dmag	Dmel	Dpte	Dpul	Dsil	Dste	Eaff	Ebro	Gmae	Hame	Hazt	Hexe	Hhol	Iele	Lpol	Nstr	Pcau	Pchi	Pcla	Popi	Ppac	Ppol	Psam	Ptep	Rimm	Rvar	Smar	Tcal	Tcas	Tqin	Tuco	Znev
(null)	OG0000175	1	2	2	23	1	2	1	2	5	1	9	1	8	13	14	2	1	6	17	5	7	2	20	4	4	15	9	2	18	26	22	6	5	3	5	1	9	1
(null)	OG0000176	19	13	5	4	4	0	5	2	2	6	7	7	2	18	4	5	4	10	4	7	6	2	5	8	12	4	3	3	13	5	10	8	7	3	4	5	6	5
(null)	OG0000177	0	32	0	1	0	0	0	0	0	0	2	0	0	23	0	49	0	0	0	0	3	28	23	0	1	3	0	0	0	5	3	3	0	0	0	0	0	0
(null)	OG0000178	0	19	1	24	4	3	10	3	0	4	80	2	4	6	25	5	2	5	21	20	5	1	15	3	4	68	0	2	2	22	54	4	5	20	4	7	5	3
(null)	OG0000179	3	6	4	6	4	4	5	4	5	5	5	4	14	7	9	3	4	3	6	4	16	3	8	6	4	4	2	3	8	6	7	5	5	3	5	1	13	4
(null)	OG0000180	4	5	5	7	6	6	6	5	4	6	8	7	6	5	3	5	4	8	5	7	12	2	5	7	8	3	2	7	14	7	7	5	4	9	6	9	5	5
(null)	OG0000181	3	3	6	6	9	6	8	12	4	14	4	5	10	4	7	3	4	24	2	4	8	0	7	4	5	3	10	4	19	4	35	30	6	3	5	22	3	7
(null)	OG0000182	14	10	12	10	11	10	9	10	8	12	8	5	17	7	9	6	11	6	8	11	22	10	3	11	8	11	7	14	13	10	14	11	8	10	9	8	7	4
(null)	OG0000184	6	5	6	7	8	4	7	5	3	11	4	2	6	5	12	6	5	2	5	4	8	4	5	5	5	4	5	6	14	4	8	4	4	6	3	4	3	3
(null)	OG0000185	4	8	6	7	5	3	4	7	8	7	9	9	14	5	7	8	4	9	6	5	13	7	9	5	6	4	7	8	14	10	7	10	7	9	4	10	5	4
(null)	OG0000186	3	8	3	7	8	9	10	2	4	10	3	3	8	5	3	2	4	4	4	2	12	2	5	4	6	3	5	9	6	6	4	4	4	4	2	3	3	0
(null)	OG0000188	17	11	10	12	1	1	2	4	0	2	48	6	25	3	11	3	7	21	15	5	4	4	1	7	8	16	1	7	14	7	20	29	10	4	6	4	8	9
(null)	OG0000189	4	6	7	5	4	2	4	2	2	4	2	2	2	5	7	6	3	4	2	4	6	2	4	5	6	2	4	3	4	6	9	5	2	3	3	4	5	1
(null)	OG0000190	2	18	0	0	4	35	63	0	3	50	62	0	8	0	10	0	3	8	1	47	1	17	5	1	4	3	0	0	0	14	3	2	4	0	0	4	0	0
(null)	OG0000191	11	38	96	11	27	21	26	21	2	22	6	16	49	1	5	63	86	2	6	24	28	13	7	90	93	0	0	35	3	12	9	6	9	39	17	18	1	16
(null)	OG0000192	8	10	10	12	4	5	5	4	3	7	5	3	19	5	15	10	7	3	6	6	18	6	5	10	7	5	3	18	11	10	9	5	5	8	6	5	6	6
(null)	OG0000194	4	3	4	9	4	6	4	5	6	9	4	4	9	6	5	5	4	4	4	4	20	2	3	5	4	5	7	9	6	8	5	6	4	6	4	4	3	4
(null)	OG0000195	4	6	3	9	2	4	6	2	4	2	4	5	2	17	13	4	3	4	2	2	16	7	14	5	6	5	2	14	7	6	15	2	6	3	2	3	6	1
(null)	OG0000196	2	6	2	1	0	2	2	1	1	1	23	0	1	1	1	1	1	1	1	5	1	1	8	1	1	61	1	1	12	2	13	0	4	1	0	8	1	5
(null)	OG0000197	8	4	9	7	3	3	3	5	5	3	4	2	8	10	3	9	9	4	3	5	19	2	4	6	7	5	3	12	12	8	4	4	3	6	5	8	4	3
(null)	OG0000198	0	1	2	4	1	1	2	0	0	1	1	0	2	1	1	1	1	1	0	0	2	0	2	2	1	0	0	2	0	2	4	1	1	1	0	1	6	0
(null)	OG0000199	2	5	2	2	2	2	4	3	1	2	1	3	11	6	1	2	2	5	2	1	5	1	3	2	3	1	2	2	8	3	1	6	1	5	6	4	0	3
(null)	OG0000200	0	3	4	2	1	3	10	4	3	2	4	2	5	1	23	2	3	3	3	3	3	5	4	1	2	4	27	3	30	8	11	3	9	1	2	3	6	2
(null)	OG0000201	5	6	5	9	5	4	4	5	5	4	4	5	6	7	5	5	5	5	6	6	8	6	9	5	5	8	4	8	11	8	8	5	7	6	6	4	7	5
(null)	OG0000202	2	3	3	4	1	1	4	1	2	2	3	1	7	2	4	3	3	1	1	1	10	3	2	3	3	0	2	2	2	3	3	1	1	5	1	3	1	1
(null)	OG0000203	1	1	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	4	0	0	0	1	0	0	1	0	0	19	0	6	0	0	0	0	0
(null)	OG0000204	6	4	6	6	3	1	3	4	4	3	4	4	5	6	8	6	4	4	8	2	22	3	6	7	8	5	3	12	7	4	8	4	7	3	3	3	4	4
(null)	OG0000205	2	3	3	3	2	2	2	2	2	2	2	1	3	12	1	1	2	2	2	2	8	0	4	2	2	2	4	4	26	3	2	2	3	0	2	2	3	1
(null)	OG0000206	0	8	3	3	3	3	3	3	2	3	4	2	3	27	9	2	2	5	7	3	13	2	17	3	3	4	2	4	5	2	10	7	4	3	6	2	38	2
(null)	OG0000207	3	2	9	6	2	1	1	1	3	1	6	6	7	6	10	3	4	19	17	2	11	1	6	3	2	6	6	3	28	2	5	11	3	3	2	3	7	2
(null)	OG0000208	2	2	5	14	3	3	3	3	1	4	5	1	7	53	10	3	3	16	2	3	14	0	18	4	3	4	0	7	1	17	3	11	3	5	2	3	22	3
(null)	OG0000209	6	10	15	33	3	3	3	3	4	3	23	4	7	9	13	8	7	9	5	6	12	2	2	9	13	5	1	4	5	11	15	20	8	4	4	28	2	6
(null)	OG0000210	3	7	6	9	1	1	1	1	2	3	14	0	7	6	4	4	2	9	5	3	9	2	9	8	3	2	3	4	5	13	5	7	7	2	2	7	10	4
(null)	OG0000211	8	9	6	8	7	7	6	3	4	8	5	5	12	7	9	5	4	4	7	6	11	8	6	7	7	5	3	6	11	4	12	9	4	7	4	4	6	5
(null)	OG0000212	5	7	5	14	6	5	5	5	4	4	5	5	6	5	7	5	4	3	8	4	11	9	4	5	4	5	2	8	5	5	5	5	4	4	4	4	5	4
(null)	OG0000213	9	7	5	16	4	3	3	3	1	4	5	3	6	6	8	7	4	1	2	6	17	4	7	6	5	13	3	6	5	8	12	3	3	5	5	5	5	8
(null)	OG0000214	8	15	12	9	12	9	8	13	6	17	6	10	9	11	21	8	8	2	9	8	27	11	8	12	8	7	3	12	7	7	12	2	9	6	9	7	4	6
(null)	OG0000215	5	3	3	4	5	4	5	4	4	5	4	4	5	9	7	5	4	6	5	4	17	2	7	4	5	4	2	7	7	6	5	6	4	3	4	4	9	3
(null)	OG0000216	6	14	14	3	6	4	6	2	2	7	6	11	11	0	3	16	21	0	7	1	14	0	12	37	12	5	0	9	0	5	5	0	3	7	1	1	5	1
(null)	OG0000217	2	2	2	5	5	3	2	5	6	5	3	0	0	9	9	1	1	1	4	4	4	3	10	1	1	4	12	2	31	7	3	1	4	0	2	2	7	3
(null)	OG0000218	2	3	3	6	3	1	1	2	4	1	14	4	5	3	3	3	2	3	5	2	12	3	5	4	2	6	8	4	13	4	9	3	9	4	2	5	10	3
(null)	OG0000219	4	10	4	6	6	6	4	2	1	11	2	8	19	4	25	7	9	10	3	3	15	6	5	1	2	0	3	13	37	2	8	7	6	7	2	3	9	1
(null)	OG0000220	2	4	4	5	2	3	4	5	1	2	3	1	2	15	3	2	4	3	5	5	9	3	8	4	6	4	3	7	4	7	9	1	7	2	8	2	5	13
(null)	OG0000222	8	23	12	12	33	28	32	32	18	42	15	26	36	25	12	16	24	9	6	15	41	16	3	28	11	27	6	34	19	30	12	7	4	19	23	39	0	15
(null)	OG0000223	0	11	0	0	0	0	0	0	0	0	40	0	0	1	5	0	0	0	0	0	0	9	18	0	0	88	5	3	4	0	3	0	5	0	0	0	2	0
(null)	OG0000224	0	0	2	0	0	1	0	0	3	0	1	0	1	0	1	3	3	0	0	0	1	0	0	1	4	0	0	1	1	0	0	1	0	1	0	0	0	0
(null)	OG0000226	3	7	5	11	7	2	4	4	3	11	6	2	8	7	8	1	5	0	8	4	10	3	3	4	3	7	1	7	3	11	9	0	5	4	5	3	1	4
(null)	OG0000227	6	10	7	17	4	5	4	0	2	4	6	17	5	10	14	8	7	6	11	2	10	6	6	10	8	8	9	8	18	11	31	6	4	2	1	9	4	2
(null)	OG0000229	1	5	3	4	4	3	5	0	1	6	10	5	11	1	8	5	5	0	10	1	9	1	8	13	7	4	0	10	1	3	12	2	2	9	0	0	5	0
(null)	OG0000231	11	15	21	12	7	5	7	12	3	6	17	6	11	11	8	11	12	1	9	14	9	4	6	14	20	10	0	5	2	5	17	2	7	6	9	3	17	10
(null)	OG0000232	3	57	4	13	0	0	0	16	1	0	26	3	0	32	3	5	6	0	5	11	8	4	4	6	5	8	15	7	26	22	53	0	11	0	9	26	7	4
(null)	OG0000235	4	10	15	12	4	3	2	5	2	4	12	6	13	9	3	6	14	13	3	2	21	4	9	17	14	0	4	5	11	6	6	7	6	13	5	14	4	2
(null)	OG0000236	3	5	4	3	4	2	2	5	6	2	3	3	6	6	4	3	3	4	2	4	10	4	5	3	3	2	5	4	13	3	5	5	3	2	3	3	5	3
(null)	OG0000237	4	3	2	5	4	3	3	5	2	3	3	4	5	3	5	4	4	19	3	3	7	2	5	4	3	3	3	4	10	5	9	22	6	4	5	3	11	3
(null)	OG0000238	12	11	9	16	11	9	9	6	3	16	12	8	7	15	14	5	4	3	6	6	12	2	10	9	5	7	3	13	17	9	12	6	5	6	4	10	6	6
(null)	OG0000239	3	9	9	4	10	17	20	11	2	17	3	33	13	13	4	11	13	11	7	3	2	2	4	11	10	1	3	3	23	2	5	11	3	5	2	9	3	2
(null)	OG0000240	3	6	5	4	4	4	4	5	6	4	4	5	12	7	7	6	4	4	2	6	10	5	7	3	4	5	0	8	11	5	8	7	15	6	5	4	6	5
(null)	OG0000241	11	6	8	12	6	6	6	6	11	7	6	5	11	10	11	8	10	2	8	6	9	8	4	7	7	6	5	5	10	6	11	4	7	3	5	6	7	5
(null)	OG0000242	18	36	5	55	14	11	11	22	1	15	34	7	12	8	33	7	4	0	22	21	5	1	1	6	5	1	0	4	0	34	30	0	7	6	33	39	0	20
(null)	OG0000244	1	10	1	4	2	2	2	7	2	3	4	1	4	14	7	1	6	3	3	6	12	3	4	1	1	3	4	3	6	4	15	2	11	3	8	6	6	4
(null)	OG0000246	4	4	2	8	3	4	2	3	2	2	3	4	7	7	9	2	2	0	3	3	9	4	3	2	2	3	2	5	8	6	8	0	3	2	6	2	3	3
(null)	OG0000247	2	1	2	5	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	14	1	5	1	3	4	1	5	5	1	2	1	1	1	1	1	3	1
(null)	OG0000248	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	2	0	0	0	7	0	11	0	0	0	0	13	0	0	3	0
(null)	OG0000249	15	13	7	0	4	3	4	5	0	4	0	8	9	13	3	6	6	6	1	2	0	12	9	8	6	0	6	9	11	0	33	8	3	4	7	28	6	4
(null)	OG0000250	4	6	5	7	2	2	4	3	2	4	4	4	16	6	12	5	4	3	4	4	27	3	2	3	4	5	2	12	6	7	6	3	5	5	4	3	4	3
(null)	OG0000251	5	17	8	7	5	1	4	4	4	7	3	2	12	14	19	9	4	5	5	5	7	5	5	5	4	4	4	10	14	2	9	7	3	3	5	5	11	4
(null)	OG0000252	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0000253	8	11	7	12	4	4	4	2	2	5	2	6	9	14	8	6	4	2	5	5	18	8	8	6	8	5	3	9	3	6	8	3	5	5	6	5	5	3
(null)	OG0000254	0	10	1	20	0	0	0	0	0	2	0	0	1	0	1	0	0	1	27	5	1	7	0	0	2	60	13	0	2	11	3	9	10	1	3	2	1	0
(null)	OG0000255	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
(null)	OG0000256	4	11	3	7	1	4	5	2	1	3	2	2	27	6	12	5	2	3	5	2	9	8	7	2	3	0	6	6	18	5	3	8	4	7	2	3	11	1
(null)	OG0000257	0	0	21	0	50	36	26	0	0	58	0	97	0	0	0	8	0	7	0	0	0	0	0	13	16	0	1	0	21	0	0	4	0	0	0	2	0	0
(null)	OG0000258	2	3	4	4	2	2	2	0	0	4	4	3	2	7	4	2	3	0	3	2	4	0	2	3	2	2	0	4	0	5	4	0	2	3	2	2	0	3
(null)	OG0000259	17	10	7	7	1	1	1	0	0	1	0	5	6	5	15	4	14	12	30	4	3	1	8	9	16	5	1	15	3	3	11	15	4	26	1	1	18	2
(null)	OG0000260	4	2	10	4	3	3	3	0	1	4	1	2	6	6	4	6	3	1	4	2	4	6	6	4	7	5	2	4	4	4	2	1	3	3	0	2	5	3
(null)	OG0000261	1	8	5	11	4	6	3	4	3	4	4	4	8	19	7	6	4	9	10	5	19	4	8	4	4	3	5	6	11	8	6	18	5	4	5	3	10	5
(null)	OG0000262	12	39	3	11	6	6	8	4	4	6	39	20	9	3	3	3	5	10	6	4	7	3	9	1	5	6	1	3	9	11	6	5	6	5	3	12	15	1
(null)	OG0000263	2	3	5	17	5	3	3	3	3	3	2	4	8	8	6	3	4	3	4	7	9	4	5	3	3	2	3	9	6	3	2	3	2	5	4	4	8	3
(null)	OG0000264	23	15	3	7	6	0	6	1	4	9	3	5	2	5	4	4	1	5	1	4	3	3	4	3	7	16	4	2	8	5	17	1	16	8	3	0	7	4
(null)	OG0000265	1	2	1	2	1	1	3	1	0	1	4	2	0	2	3	1	2	0	2	1	1	0	0	2	2	3	0	1	1	1	2	0	2	1	2	0	1	2
(null)	OG0000266	6	9	4	5	6	6	5	7	4	5	6	6	11	7	11	5	3	7	8	6	6	9	5	12	3	8	6	2	21	4	10	8	5	6	12	10	9	6
(null)	OG0000267	5	7	19	2	1	1	1	8	2	2	7	2	4	5	2	6	2	3	1	6	8	1	2	10	17	0	1	4	3	10	5	4	4	3	1	4	1	9
(null)	OG0000268	6	8	22	16	8	4	5	7	7	6	4	8	30	7	12	20	10	4	5	3	30	7	5	23	16	6	3	22	8	13	9	4	5	16	4	2	4	4
(null)	OG0000270	12	24	9	58	2	1	2	1	3	5	2	44	20	5	2	6	12	0	1	2	6	0	1	7	7	2	24	6	59	2	0	0	0	13	2	19	2	3
(null)	OG0000271	2	32	0	24	3	27	65	0	0	28	60	1	0	0	8	2	0	0	0	25	0	0	13	0	0	98	0	0	0	10	60	1	18	0	25	23	0	0
(null)	OG0000272	7	5	7	10	2	2	4	2	5	2	3	2	13	8	6	2	3	2	4	2	15	4	4	3	2	4	2	6	12	5	8	8	4	5	3	8	7	0
(null)	OG0000273	2	4	2	7	3	3	3	1	4	5	16	13	9	2	3	1	4	7	3	6	11	1	9	3	3	5	17	9	21	4	4	11	3	8	4	3	12	3
(null)	OG0000274	0	16	0	18	0	4	21	0	1	1	8	0	6	56	2	29	2	0	2	1	0	5	2	4	1	10	0	2	6	23	36	0	0	3	19	0	1	1
(null)	OG0000275	16	31	11	11	24	16	21	23	9	20	36	10	9	3	37	8	21	0	21	9	2	1	1	8	11	33	34	4	17	6	33	2	36	7	24	37	1	12
(null)	OG0000277	4	4	5	3	3	2	2	2	2	2	3	4	7	3	3	3	5	4	2	4	9	4	6	3	9	3	4	3	14	3	5	4	3	7	2	4	5	2
(null)	OG0000278	0	34	0	0	0	10	42	0	0	13	11	0	2	0	3	0	0	0	0	3	0	17	6	0	0	2	0	0	0	7	8	0	0	0	0	2	0	0
(null)	OG0000279	4	8	6	9	3	4	9	4	3	7	3	4	8	12	8	5	4	2	4	6	9	4	8	5	6	5	3	5	10	10	7	3	7	6	4	4	7	4
(null)	OG0000280	1	19	2	1	3	3	4	13	1	3	20	10	5	1	2	2	2	0	3	1	2	4	0	4	3	3	21	5	34	2	3	1	3	2	2	1	1	4
(null)	OG0000281	2	4	5	8	3	3	3	6	3	3	5	3	6	3	6	2	9	1	3	3	17	0	3	5	5	7	1	11	1	7	3	1	4	3	5	3	3	4
(null)	OG0000282	4	9	3	4	3	4	4	5	4	4	9	5	1	6	9	5	4	5	5	3	11	11	2	4	4	4	3	3	14	9	8	7	6	2	4	3	5	5
(null)	OG0000283	4	20	10	4	13	13	14	19	12	15	53	3	6	3	3	7	3	2	27	21	14	7	2	5	9	5	0	11	3	27	2	4	9	6	17	5	2	14
(null)	OG0000284	1	3	2	9	2	2	2	2	2	2	3	1	4	8	7	3	3	1	5	1	12	0	6	2	10	6	0	3	9	6	4	2	2	3	1	3	3	4
(null)	OG0000285	4	6	3	3	3	4	3	6	4	3	4	3	32	5	4	5	5	2	4	1	10	5	3	3	3	4	5	11	14	3	6	1	4	19	2	6	6	2
(null)	OG0000286	6	12	9	7	4	2	7	0	2	4	14	5	3	20	22	9	9	0	6	0	7	5	5	7	10	0	3	5	13	1	7	2	4	4	0	1	5	2
(null)	OG0000287	2	3	3	4	1	1	1	2	1	1	6	0	3	3	4	3	1	1	4	2	9	0	6	2	3	5	2	1	4	5	3	2	4	1	2	1	21	3
(null)	OG0000288	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0
(null)	OG0000289	4	5	5	6	3	3	2	3	2	3	8	9	13	8	9	3	3	4	8	6	8	4	5	3	6	3	1	7	8	8	7	5	4	3	7	3	4	4
(null)	OG0000290	8	10	25	2	20	6	12	0	1	10	20	9	25	0	11	17	13	0	4	3	18	14	4	21	19	2	0	8	0	8	25	0	10	8	1	12	8	2
(null)	OG0000291	9	24	83	26	12	17	19	9	23	21	43	17	43	2	17	65	73	2	11	16	97	27	1	56	83	12	0	38	0	42	17	8	15	24	10	8	1	12
(null)	OG0000292	2	13	10	18	2	2	2	3	2	2	1	31	3	16	67	4	7	12	5	4	3	1	3	15	12	1	1	10	31	3	3	14	4	3	2	35	4	5
(null)	OG0000294	0	0	10	22	1	0	1	1	0	0	1	0	12	0	0	27	10	0	0	1	20	0	9	13	9	0	0	0	0	0	33	0	6	3	1	0	23	1
(null)	OG0000297	31	6	7	4	9	1	5	3	6	10	13	2	3	20	5	15	3	5	2	2	7	0	5	8	10	3	9	11	7	4	11	12	5	6	4	9	4	4
(null)	OG0000298	10	1	5	7	2	1	1	0	2	1	2	5	4	6	6	10	7	1	4	0	7	2	8	7	6	6	0	5	8	1	7	4	1	1	0	3	15	1
(null)	OG0000299	2	10	8	5	5	3	4	2	4	7	3	3	8	9	14	8	9	2	7	5	22	5	8	4	7	9	2	5	9	5	8	8	7	4	3	3	8	3
(null)	OG0000300	25	15	16	0	19	19	16	2	5	24	35	9	7	8	3	10	15	0	4	22	14	17	18	10	11	5	17	1	11	0	1	0	1	9	22	31	16	5
(null)	OG0000301	4	2	2	8	91	27	17	2	2	57	2	40	4	6	4	2	3	2	2	2	4	3	8	2	3	1	2	2	13	3	5	2	3	2	2	2	12	2
(null)	OG0000302	2	3	3	7	3	3	4	2	2	4	3	3	1	4	4	2	3	5	5	2	6	2	5	4	3	5	2	2	6	5	4	4	4	1	2	3	6	2
(null)	OG0000303	7	8	7	11	4	6	4	4	4	6	6	3	5	5	7	7	7	3	4	5	8	9	7	7	7	4	0	10	7	6	7	4	4	5	5	5	5	2
(null)	OG0000304	4	3	6	6	4	6	4	0	1	5	3	3	5	7	12	3	3	0	6	4	4	5	6	3	2	0	4	3	17	0	7	0	2	8	0	8	4	1
(null)	OG0000305	4	4	6	4	7	8	6	1	2	7	5	3	0	8	3	4	4	0	2	5	7	2	3	4	5	2	0	3	4	3	7	0	3	3	3	3	16	3
(null)	OG0000306	4	6	7	9	5	4	7	5	7	7	7	3	20	4	8	3	7	4	7	7	6	2	5	10	8	4	8	8	7	9	4	2	7	8	5	2	6	3
(null)	OG0000308	4	5	2	6	8	7	5	4	2	9	26	3	12	6	10	2	3	6	8	3	9	10	4	2	3	2	9	4	10	3	10	3	5	4	5	2	5	4
(null)	OG0000309	4	7	3	5	2	2	5	3	5	4	2	3	6	6	15	7	5	4	3	1	13	1	5	4	2	2	2	10	14	3	6	4	3	3	2	10	4	1
(null)	OG0000311	1	6	5	7	2	2	2	2	4	3	3	3	3	11	7	2	2	6	5	3	10	3	7	2	2	3	4	2	28	4	6	7	4	2	1	2	5	3
(null)	OG0000312	2	9	3	7	4	5	9	2	3	4	5	3	5	4	8	4	2	4	5	3	10	6	7	3	3	4	3	6	14	3	7	6	3	3	2	2	6	2
(null)	OG0000314	5	2	5	7	3	5	2	7	3	5	7	2	8	10	6	3	4	3	3	3	8	3	3	5	5	3	6	5	13	8	6	3	1	5	2	2	3	3
(null)	OG0000315	0	13	3	13	2	2	2	5	6	4	5	5	5	4	10	4	4	4	3	6	22	2	6	4	5	11	3	7	3	7	7	6	4	9	5	6	2	6
(null)	OG0000316	0	12	2	2	0	0	1	1	0	0	0	3	1	9	3	1	3	15	2	1	3	0	1	6	1	1	0	18	8	2	1	10	1	0	1	7	0	3
(null)	OG0000317	3	6	4	13	5	5	6	4	6	3	5	6	4	8	7	4	3	1	5	4	14	7	6	3	3	8	3	5	12	3	5	2	4	2	5	7	3	3
(null)	OG0000318	3	3	3	24	3	1	3	7	8	3	3	3	7	4	4	3	3	4	3	3	7	4	5	2	2	3	3	6	8	2	4	4	3	5	4	12	6	3
(null)	OG0000319	8	37	1	4	5	1	1	5	10	2	6	1	1	11	5	1	4	10	25	5	2	5	3	2	1	8	17	6	29	20	1	10	5	1	12	10	3	2
(null)	OG0000321	5	14	7	14	20	25	21	3	3	29	5	7	15	12	16	6	5	3	6	5	21	14	8	6	6	1	2	7	5	11	5	6	6	8	4	4	5	4
(null)	OG0000322	5	20	15	3	5	5	5	4	0	3	2	14	32	2	10	16	13	10	7	13	3	4	3	17	10	1	1	13	13	1	10	14	3	16	6	18	6	14
(null)	OG0000323	8	8	7	1	2	2	1	1	0	2	4	2	4	15	6	6	2	4	7	1	4	5	7	6	6	8	2	2	13	1	6	1	2	0	0	4	12	2
(null)	OG0000324	4	0	18	2	27	7	18	0	0	28	0	0	5	7	1	15	42	3	1	0	2	2	0	34	26	0	2	29	17	2	0	3	0	6	0	5	0	0
(null)	OG0000325	2	7	6	11	7	4	7	5	3	9	8	5	7	14	8	4	4	11	7	3	8	5	5	4	5	6	9	8	12	5	8	14	6	3	4	3	7	4
(null)	OG0000326	0	0	0	0	0	0	0	0	0	1	0	0	0	20	1	0	0	4	1	0	0	0	0	0	0	0	2	0	5	0	0	3	0	0	0	0	0	0
(null)	OG0000327	3	8	5	6	3	3	3	4	2	3	13	3	7	8	3	5	2	2	4	3	11	2	4	8	4	0	1	5	7	5	3	2	2	3	3	7	4	3
(null)	OG0000328	7	1	5	4	1	1	1	0	7	0	13	2	8	3	2	2	2	0	1	1	5	2	1	2	2	10	0	1	2	10	7	0	2	9	0	0	1	1
(null)	OG0000329	8	9	7	18	7	7	9	11	4	9	11	5	18	2	7	6	9	4	6	7	21	2	5	9	6	0	3	11	7	12	6	6	3	8	6	10	5	4
(null)	OG0000330	4	8	5	12	4	3	4	4	7	5	8	5	4	4	6	4	6	2	5	4	9	7	4	4	6	4	3	8	10	6	5	6	5	5	4	9	6	4
(null)	OG0000331	14	9	9	6	20	14	20	13	10	24	12	32	14	10	3	6	10	7	4	11	10	10	7	6	6	12	3	8	2	4	20	7	4	5	12	13	3	11
(null)	OG0000332	8	6	4	8	4	3	6	0	4	4	13	7	3	11	7	6	7	3	14	2	10	6	8	5	7	12	4	3	13	6	13	5	5	4	2	11	7	2
(null)	OG0000333	2	10	3	8	3	3	4	5	2	4	6	2	15	4	4	4	5	7	3	4	11	2	5	3	3	4	3	6	4	6	3	9	3	1	3	8	6	2
(null)	OG0000334	1	3	5	5	4	6	4	4	3	5	5	6	8	3	3	5	5	4	7	3	10	0	4	3	5	5	3	5	6	4	5	7	6	8	3	4	3	3
(null)	OG0000335	23	11	17	29	16	16	10	5	3	14	12	5	13	31	12	15	16	16	7	7	11	3	3	16	15	0	1	18	1	29	17	15	6	6	7	6	4	8
(null)	OG0000336	2	18	10	3	3	5	2	0	2	5	1	1	6	9	2	5	6	1	5	1	4	0	2	2	4	9	2	5	4	3	3	2	2	6	2	3	2	3
(null)	OG0000337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0000338	3	5	5	5	5	6	5	3	3	6	9	4	11	4	5	3	4	2	9	3	5	3	3	3	5	7	7	4	4	3	3	2	5	4	4	4	1	3
(null)	OG0000339	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0000340	1	2	2	4	4	3	5	0	2	6	2	3	5	5	4	1	3	4	4	2	7	2	5	3	3	2	2	5	2	3	3	5	2	2	0	1	4	2
(null)	OG0000341	1	4	2	2	2	2	2	5	1	3	2	1	12	8	2	2	2	0	3	3	1	2	3	2	3	2	2	2	5	2	4	0	3	3	3	3	29	3
(null)	OG0000342	3	11	2	4	2	2	2	3	2	3	13	9	6	4	9	3	5	0	9	6	4	3	3	2	2	4	11	9	13	3	14	4	6	4	3	28	7	2
(null)	OG0000343	1	4	5	5	4	4	4	3	3	3	4	1	4	4	6	2	5	2	9	4	8	0	4	3	5	4	1	6	2	4	5	2	5	3	4	4	2	4
(null)	OG0000344	8	5	3	19	3	3	3	3	3	3	26	4	15	7	8	2	3	3	5	3	9	3	2	4	3	7	6	8	2	5	12	4	9	11	3	6	8	3
(null)	OG0000345	6	8	3	4	6	5	6	2	5	6	8	3	18	4	6	3	3	3	4	4	7	4	3	3	4	3	3	3	4	5	7	4	4	5	4	8	2	4
(null)	OG0000346	3	3	5	7	2	3	2	2	1	2	3	5	20	3	6	2	2	0	5	3	9	3	5	4	2	8	0	3	0	5	8	0	3	4	3	7	12	1
(null)	OG0000347	3	10	4	6	4	3	6	4	2	8	5	2	7	7	8	4	4	3	3	3	8	3	7	4	3	5	5	9	7	3	7	2	4	3	3	5	4	3
(null)	OG0000348	2	17	8	3	10	10	11	26	2	12	17	3	20	51	11	8	5	2	5	1	7	6	1	13	8	9	3	7	12	9	5	3	15	11	2	17	4	1
(null)	OG0000349	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0000350	5	5	4	6	8	4	6	4	4	6	5	6	7	5	6	5	5	2	7	4	10	1	6	5	5	4	3	6	3	5	4	3	4	5	3	5	6	4
(null)	OG0000351	17	31	2	4	21	22	17	2	1	34	15	9	2	2	11	2	2	1	2	2	3	2	3	2	2	0	12	6	32	22	3	1	2	2	1	47	3	2
(null)	OG0000352	1	25	1	1	0	0	0	3	10	0	36	1	0	6	6	1	0	2	4	2	1	7	10	1	1	14	2	2	5	10	12	6	9	0	9	13	2	6
(null)	OG0000353	1	12	6	7	5	4	4	5	8	6	4	6	10	7	5	4	5	2	6	4	6	6	5	5	4	2	5	4	17	6	9	3	3	4	5	5	3	5
(null)	OG0000354	1	1	3	5	0	0	0	1	0	0	1	5	2	9	8	2	2	0	2	3	8	3	2	4	2	1	2	9	2	3	6	0	3	1	2	0	8	1
