Desc	Orthogroup	Anas	Caug	Cqua	Cscu	Dapu	Dgal	Dmag	Dmel	Dpte	Dpul	Dsil	Dste	Eaff	Ebro	Gmae	Hame	Hazt	Hexe	Hhol	Iele	Lpol	Nstr	Pcau	Pchi	Pcla	Popi	Ppac	Ppol	Psam	Ptep	Rimm	Rvar	Smar	Tcal	Tcas	Tqin	Tuco	Znev
(null)	OG0005419	0	0	0	1	0	0	0	0	0	0	0	0	1	2	2	0	0	1	2	0	1	1	1	1	1	0	0	1	2	0	1	1	1	1	0	1	1	0
(null)	OG0005420	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
(null)	OG0005421	0	0	0	3	0	0	0	0	2	0	3	0	0	1	3	0	0	8	2	0	7	0	1	0	0	2	1	0	1	5	5	5	2	0	0	0	1	0
(null)	OG0005422	1	1	2	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	2	1	1	1	0	1	1	2	1	3	1	1	1	1	1	1	0
(null)	OG0005423	2	0	1	1	1	1	1	1	1	1	1	0	2	0	1	2	2	0	1	1	1	0	0	2	2	0	1	4	1	1	1	2	1	2	1	1	2	1
(null)	OG0005424	2	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005425	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1	2	1	1	1	1	2	1	1	1	1
(null)	OG0005427	2	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	0	6	1	1	1	1	1	1	1	1	1	1	0	1	1	1	5	1
(null)	OG0005428	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1
(null)	OG0005429	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	2	2	1	3	1	1	1	1	1	1
(null)	OG0005430	2	2	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	0	2	0	1	1	1	1	1	1	1	1	1
(null)	OG0005431	0	1	2	1	3	1	1	0	0	3	0	1	2	1	1	2	0	1	0	0	1	0	2	1	1	1	0	1	2	1	3	3	1	1	1	1	1	1
(null)	OG0005432	0	1	1	1	1	1	1	1	0	1	0	0	1	1	2	1	0	1	1	1	1	0	1	1	1	0	0	2	0	1	2	1	1	1	1	1	1	1
(null)	OG0005434	1	1	1	1	1	1	1	2	1	1	2	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	2	2	2	1	1	1	1	0	1
(null)	OG0005438	1	2	2	1	1	0	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1	1	1	1	1	1
(null)	OG0005439	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0005440	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	2	3	1	3	1	2	0	1	1	1	1
(null)	OG0005441	1	1	1	1	1	1	1	1	1	1	1	1	1	6	2	2	2	1	1	1	1	2	1	1	1	1	2	2	2	2	3	1	1	1	1	1	1	1
(null)	OG0005442	0	2	1	1	1	1	3	1	0	1	1	1	1	2	2	1	1	1	1	1	1	1	1	0	1	1	1	3	2	1	1	1	2	1	1	1	1	1
(null)	OG0005443	1	0	1	1	1	1	1	0	0	1	1	1	0	2	2	1	1	0	1	0	2	2	1	1	1	0	0	1	0	1	1	0	1	1	1	0	1	1
(null)	OG0005444	1	2	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
(null)	OG0005445	0	1	1	1	1	1	0	2	1	1	1	0	1	2	1	0	1	1	1	0	0	0	1	0	1	1	3	2	1	0	1	1	1	1	1	0	0	1
(null)	OG0005446	1	1	1	2	1	1	1	0	1	1	2	0	3	2	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1
(null)	OG0005447	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
(null)	OG0005448	1	1	1	1	1	0	1	1	1	1	1	0	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1
(null)	OG0005449	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005450	0	0	1	1	1	1	4	1	1	1	1	1	3	2	2	1	0	3	1	0	1	0	1	2	1	1	0	1	2	1	2	2	1	0	1	0	1	1
(null)	OG0005451	2	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	2	0	0	1	0	1	0	0	0	0	0
(null)	OG0005452	2	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	5	1	1	1	1	0	1	1	1	1	0
(null)	OG0005453	2	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
(null)	OG0005454	1	1	1	1	1	0	1	1	1	0	1	1	1	2	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
(null)	OG0005455	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1	2	1	1	1	0	1	1	1	1	1
(null)	OG0005456	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
(null)	OG0005457	1	2	1	1	1	1	1	1	0	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
(null)	OG0005458	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1
(null)	OG0005459	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1
(null)	OG0005460	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
(null)	OG0005461	0	1	0	2	0	0	0	0	1	0	1	0	1	1	2	0	0	1	1	0	1	1	1	0	0	1	0	0	0	1	2	3	1	3	0	9	1	1
(null)	OG0005462	1	2	1	1	1	1	1	1	0	1	2	1	3	3	2	1	1	0	1	1	2	1	2	1	1	0	0	0	2	1	2	0	1	1	2	0	1	1
(null)	OG0005463	2	1	2	1	1	1	1	1	1	5	2	1	1	4	1	1	1	0	1	1	1	1	1	1	1	1	0	1	3	1	1	0	1	1	1	1	0	1
(null)	OG0005464	1	1	1	1	1	0	1	1	1	0	1	0	1	4	1	1	1	0	1	1	2	2	1	1	1	0	1	1	2	2	1	2	1	1	1	1	1	1
(null)	OG0005465	1	1	1	2	1	0	1	1	1	1	2	1	2	1	1	1	1	0	1	1	1	1	2	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1
(null)	OG0005466	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1
(null)	OG0005467	1	1	2	1	1	1	1	1	0	1	1	0	1	0	2	0	1	0	4	1	1	1	1	1	1	2	0	2	0	1	1	0	1	0	1	1	1	1
(null)	OG0005468	1	1	1	1	1	1	1	1	0	1	3	1	1	2	2	0	1	0	1	1	1	3	1	1	1	2	0	2	2	1	1	1	1	1	0	1	1	1
(null)	OG0005469	1	0	1	1	1	1	1	1	0	1	1	0	0	1	3	3	1	0	8	1	2	1	2	1	1	0	0	1	2	2	1	0	1	0	1	0	1	1
(null)	OG0005470	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1
(null)	OG0005471	1	0	1	3	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	2	1	1	1	2	1	1	1	1	1
(null)	OG0005472	0	2	1	2	1	1	1	1	0	1	2	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
(null)	OG0005473	1	1	1	1	1	1	3	1	1	1	1	2	1	3	0	1	1	1	1	1	1	2	1	1	1	1	0	2	1	1	1	2	0	1	1	1	1	1
(null)	OG0005474	1	1	1	1	1	0	1	2	1	1	1	1	1	3	2	1	1	0	2	1	1	0	2	1	1	1	1	1	3	1	1	0	1	1	1	2	3	1
(null)	OG0005475	1	1	1	1	1	1	2	1	1	1	1	4	2	1	2	1	1	0	3	1	1	1	1	1	1	0	0	2	2	1	1	1	1	1	1	0	2	1
(null)	OG0005476	0	1	1	1	1	0	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0
(null)	OG0005477	1	1	1	2	1	3	1	1	2	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
(null)	OG0005478	1	0	1	1	1	0	0	2	1	1	1	1	2	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
(null)	OG0005479	1	1	3	2	1	1	2	1	1	1	1	1	1	1	1	1	1	0	2	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1
(null)	OG0005480	1	1	1	2	1	1	1	1	1	1	0	1	2	2	3	1	1	1	1	1	1	2	1	1	1	2	0	1	3	1	1	1	1	1	1	1	1	1
(null)	OG0005481	1	1	1	1	1	1	1	3	1	1	2	1	1	3	2	1	1	1	1	1	3	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005482	1	1	1	1	1	1	1	1	1	4	1	0	1	2	1	1	1	0	1	1	3	1	1	1	2	1	0	3	3	1	1	0	1	1	1	1	0	1
(null)	OG0005483	0	1	3	1	1	1	1	1	2	1	1	0	1	1	1	1	2	0	1	1	1	0	1	2	1	1	1	1	2	1	1	1	1	1	0	1	1	1
(null)	OG0005484	1	0	1	1	1	1	1	1	0	1	1	3	0	1	3	1	1	0	2	0	1	6	2	1	1	3	0	2	0	1	3	0	1	0	1	0	2	1
(null)	OG0005485	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0005486	1	2	1	1	1	1	1	0	1	1	1	1	1	3	1	1	2	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0005487	1	3	1	1	1	0	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1
(null)	OG0005488	1	1	2	1	1	0	1	1	1	2	1	1	2	0	1	1	1	1	1	1	1	2	1	1	1	1	0	1	2	1	1	1	1	2	1	1	1	1
(null)	OG0005489	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0
(null)	OG0005490	0	0	1	2	0	0	0	0	0	0	0	1	0	2	2	3	0	0	1	0	2	1	1	1	1	1	0	0	0	0	2	1	1	0	0	1	1	0
(null)	OG0005491	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	2	2	2	1	2	1	1	1	1	1	0	1
(null)	OG0005492	1	4	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	2	1	2	1	1	1	1	1	0	1	0	1	3	0	1	1	1	1	0	1
(null)	OG0005493	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0
(null)	OG0005494	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	0	1	1	1	1	1	2	2	1	1	2	1	1	1	0	2	1
(null)	OG0005495	1	0	34	0	0	0	0	0	0	0	0	0	0	0	0	3	19	0	0	0	0	0	0	80	33	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0005497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
(null)	OG0005498	1	1	1	1	1	1	1	1	0	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1
(null)	OG0005499	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1	0	1	2	1	1	1	0	0	1	1	0	1
(null)	OG0005500	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005501	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	0	2	2	1	1	1	1	1	1	1	1	1
(null)	OG0005502	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
(null)	OG0005503	0	3	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
(null)	OG0005504	2	3	1	1	1	2	1	0	0	1	1	1	1	1	2	1	1	0	5	1	1	1	1	1	1	1	0	1	3	1	1	0	1	0	0	1	3	1
(null)	OG0005505	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005506	1	3	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	2
(null)	OG0005507	2	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	3	1	1	3	1	1	2	2	1	3	1
(null)	OG0005508	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	3	1
(null)	OG0005509	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	0	1	1	2	1	2	1	2	0	1	2	3	1	1	2	1	1	1	1	1	1
(null)	OG0005510	0	1	1	1	1	1	1	3	1	1	1	4	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1
(null)	OG0005511	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	3	0	0	1	1	1	0	1	1	1	1	1	4	2	1	2	1	1
(null)	OG0005512	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	0	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1
(null)	OG0005513	1	1	1	1	1	1	1	1	1	1	1	0	2	1	3	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005514	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	1	1	1	1	1	1	1	2	1
(null)	OG0005515	0	1	1	2	1	1	1	1	1	1	1	0	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	4	1
(null)	OG0005516	0	1	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	2	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1
(null)	OG0005517	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	0	2	1	1	1	2	1	0	1	1	1	1
(null)	OG0005518	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
(null)	OG0005519	1	2	1	1	1	0	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1
(null)	OG0005520	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005521	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005522	1	1	4	4	1	1	1	2	0	0	2	0	1	1	2	2	3	1	2	1	9	0	1	3	3	0	0	5	1	3	2	1	2	1	2	1	3	2
(null)	OG0005523	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	2	1	1	1	1	1	1	0	0	0	3	1	0	1	1	1	1	1	1
(null)	OG0005524	2	2	1	1	1	4	1	1	0	2	1	1	1	2	2	1	1	0	1	1	1	1	1	1	1	0	0	2	0	1	3	1	1	1	1	1	2	1
(null)	OG0005525	0	0	1	2	0	0	0	0	0	0	1	0	0	1	2	1	1	0	1	1	1	1	1	1	1	1	0	1	2	1	3	0	1	1	0	1	0	1
(null)	OG0005526	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	1	0	0	2	0	1	1	1	1	1	1	1	1	1
(null)	OG0005527	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1
(null)	OG0005528	1	2	1	0	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
(null)	OG0005529	2	2	1	1	1	1	1	1	0	1	2	2	1	0	6	1	0	0	2	1	1	1	1	1	1	1	2	0	3	1	2	0	1	1	1	1	0	1
(null)	OG0005530	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	3	1	1	2	3	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1
(null)	OG0005531	1	2	1	2	1	1	1	1	1	1	1	0	1	1	2	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1
(null)	OG0005532	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	4	1	2	1	3	1	1	1	2	0	1	1
(null)	OG0005533	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	2	1	0
(null)	OG0005534	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	0	1	1	1	1	0	1	2	1	0	2	1	0	1	1	0	1
(null)	OG0005535	1	1	0	1	1	1	1	1	1	1	1	1	2	6	1	1	1	0	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	2	1
(null)	OG0005536	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	2	1	0	1	1	0	0
(null)	OG0005537	1	1	2	1	1	0	1	1	1	1	1	1	1	3	1	0	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
(null)	OG0005538	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	0	1	1	2	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1
(null)	OG0005539	1	1	2	1	1	1	1	0	1	1	2	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	2	1	1	1	0	1	1
(null)	OG0005540	0	2	1	1	1	1	1	1	1	1	1	2	1	1	2	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	2	1	1	1	1	0	1	2
(null)	OG0005541	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1
(null)	OG0005542	1	1	1	1	1	1	1	0	0	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005543	0	0	1	1	1	5	1	1	1	1	1	3	0	2	2	4	0	0	2	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	1	1	2	1
(null)	OG0005544	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	0	0	1	1	1	1
(null)	OG0005545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0005546	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	0	1	1	1	1	2	2	1	1	1	0	1	1	2	1	3	2	1	1	1	1	1	1
(null)	OG0005547	1	0	1	1	1	1	1	1	0	1	1	0	1	1	2	0	2	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	2	1	1
(null)	OG0005548	0	2	0	1	0	0	0	3	0	0	0	0	1	2	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	2	1	1	1	0	1	1	1	1
(null)	OG0005549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0005550	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1	1	0	1	1	2	1	0
(null)	OG0005551	1	1	1	1	1	2	1	1	1	3	2	1	1	1	1	2	1	1	1	1	1	0	1	1	1	1	0	2	2	1	1	1	1	1	0	1	0	1
(null)	OG0005552	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005553	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	0	2	0	1	1	1	0	1	1	1	1	0
(null)	OG0005554	1	1	2	3	1	0	1	1	0	1	1	1	1	1	3	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1
(null)	OG0005555	0	1	0	5	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	3	1	0	0	0	0	1	0	1	0	1	4	0	1	2	1	1	1	1
(null)	OG0005557	0	0	0	0	8	7	1	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0
(null)	OG0005558	1	2	1	1	0	1	1	0	1	1	1	0	1	1	3	1	1	2	1	0	1	0	1	1	1	1	0	2	3	0	2	1	1	1	0	1	1	1
(null)	OG0005559	0	0	0	3	0	0	0	0	0	0	3	0	0	1	1	0	0	0	1	0	2	0	2	0	0	2	1	0	3	2	1	0	1	0	0	0	1	0
(null)	OG0005560	1	0	1	1	0	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005561	1	1	2	1	1	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	3	3	1	1	1	1	1	1	1	1	1
(null)	OG0005562	1	3	1	1	1	1	1	1	2	1	1	0	2	1	1	1	1	3	1	1	1	2	1	1	1	1	0	1	3	1	1	1	0	1	1	1	1	1
(null)	OG0005564	1	2	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	2	1	2	1	1	1	1	1	0	2	1	1	1	0	0	1	0	2	1
(null)	OG0005565	1	1	1	0	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005566	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	2	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	2
(null)	OG0005567	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005568	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	0	1	1	1	1	1	0	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1
(null)	OG0005569	1	1	0	1	1	1	1	1	1	1	1	7	1	1	2	2	2	1	2	1	1	0	1	1	1	1	0	1	2	1	2	1	1	1	1	1	1	1
(null)	OG0005570	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1
(null)	OG0005571	1	2	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	0	4	0	1	1	1	0	2	1	1	1	1
(null)	OG0005572	1	1	1	1	1	0	1	4	1	1	2	1	0	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
(null)	OG0005573	1	1	1	1	1	0	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	4	1	1	1	1	1	1	0	1	1
(null)	OG0005574	1	1	2	1	1	1	0	1	1	1	1	2	1	1	2	1	1	0	1	1	1	5	1	1	1	1	2	1	1	1	1	1	1	0	1	1	4	1
(null)	OG0005575	0	1	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	3	0	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1
(null)	OG0005576	0	1	1	1	1	0	1	0	1	1	1	1	3	1	1	1	1	1	2	0	1	2	1	1	1	1	0	1	2	1	1	1	1	1	0	0	3	0
(null)	OG0005577	0	1	1	2	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1
(null)	OG0005578	1	1	1	1	0	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1
(null)	OG0005579	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	2	1	1	1	0	0	0	0	2	3	0	0	1	1	0	0	1
(null)	OG0005580	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	3	2	1	2	1	1	1	1	1	1	1
(null)	OG0005581	1	2	0	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	0	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005582	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
(null)	OG0005584	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	4	1	1	0	1	1	1	1	0	2	2	3	1	1	1	1	1	1	1	1
(null)	OG0005585	1	1	1	1	1	1	0	1	0	1	1	1	1	3	1	1	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	2	0	1	1	1	1	1
(null)	OG0005586	1	1	2	1	1	1	0	0	1	0	0	0	1	2	1	1	1	0	0	0	2	0	0	1	0	0	0	3	2	0	2	0	0	1	0	0	0	2
(null)	OG0005587	1	3	1	1	1	1	1	1	1	1	1	0	1	1	3	1	1	0	1	1	1	2	1	1	1	1	1	1	3	1	1	3	1	1	1	0	1	1
