"feature","p_value","odds_ratio","prop_Group_A","prop_Group_B","abs_diff","padj","enriched_in"
"GO:0000002",0.0238457042665108,0,0.166666666666667,0,0.166666666666667,0.0612575714988929,"Group_A"
"GO:0000003",0.147844910291896,0.192263471066577,0.944444444444444,0.761904761904762,0.182539682539683,0.252131346873074,"Group_A"
"GO:0000014",0.3,0,0.0555555555555556,0,0.0555555555555556,0.355661023583521,"Group_A"
"GO:0000018",0.00742053789611688,0.172957917098869,0.5,0.142857142857143,0.357142857142857,0.0254443477138873,"Group_A"
"GO:0000019",0.3,0,0.0555555555555556,0,0.0555555555555556,0.355661023583521,"Group_A"
"GO:0000022",0.0864406779661017,0,0.111111111111111,0,0.111111111111111,0.153575130306397,"Group_A"
"GO:0000023",0.3,0,0.0555555555555556,0,0.0555555555555556,0.355661023583521,"Group_A"
"GO:0000028",0.0864406779661017,0,0.111111111111111,0,0.111111111111111,0.153575130306397,"Group_A"
"GO:0000030",0.0238457042665108,0,0.166666666666667,0,0.166666666666667,0.0612575714988929,"Group_A"
"GO:0000033",0.3,0,0.0555555555555556,0,0.0555555555555556,0.355661023583521,"Group_A"
"GO:0000038",0.0864406779661017,0,0.111111111111111,0,0.111111111111111,0.153575130306397,"Group_A"
"GO:0000041",0.00755874596964757,0.0669759916882548,0.277777777777778,0.0238095238095238,0.253968253968254,0.0254443477138873,"Group_A"
"GO:0000045",0.00156879633332308,0,0.277777777777778,0,0.277777777777778,0.00817109526148285,"Group_A"
"GO:0000049",0.0251007413331693,0.0895700643157307,0.222222222222222,0.0238095238095238,0.198412698412698,0.0624169707001941,"Group_A"
"GO:0000060",0.211630625365283,0.201377588357019,0.111111111111111,0.0238095238095238,0.0873015873015873,0.340944817327182,"Group_A"
"GO:0000062",0.0864406779661017,0,0.111111111111111,0,0.111111111111111,0.153575130306397,"Group_A"
"GO:0000070",5.80390800341502e-07,0,0.555555555555556,0,0.555555555555556,2.09893568541412e-05,"Group_A"
"GO:0000075",9.68423506855535e-07,0.0173295672990245,0.611111111111111,0.0238095238095238,0.587301587301587,2.86856987421878e-05,"Group_A"
"GO:0000076",0.211630625365283,0.201377588357019,0.111111111111111,0.0238095238095238,0.0873015873015873,0.340944817327182,"Group_A"
"GO:0000077",2.76652948162782e-05,0.0265758492932453,0.5,0.0238095238095238,0.476190476190476,0.000387068332731236,"Group_A"
"GO:0000079",0.00537311732876155,0.126394066518615,0.388888888888889,0.0714285714285714,0.317460317460317,0.0223402498715358,"Group_A"
"GO:0000082",0.00198110244036568,0.0829948506706783,0.388888888888889,0.0476190476190476,0.341269841269841,0.0099301018059703,"Group_A"
"GO:0000083",0.0765572610661663,0.127040440750113,0.166666666666667,0.0238095238095238,0.142857142857143,0.153575130306397,"Group_A"
