"feature","p_value","odds_ratio","prop_Group_A","prop_Group_B","abs_diff","padj","enriched_in"
"GO:1902115",0.000474478983462962,0.111470470242451,0.611111111111111,0.142857142857143,0.468253968253968,0.00347031287380796,"Group_A"
"GO:0000785",0.00147550721987635,0.13312195542437,0.777777777777778,0.30952380952381,0.468253968253968,0.00817109526148285,"Group_A"
"GO:0002009",0.000477221729076686,0.0556796869060027,0.944444444444444,0.476190476190476,0.468253968253968,0.00347031287380796,"Group_A"
"GO:0002283",0.00147550721987635,0.13312195542437,0.777777777777778,0.30952380952381,0.468253968253968,0.00817109526148285,"Group_A"
"GO:0002446",0.00147550721987635,0.13312195542437,0.777777777777778,0.30952380952381,0.468253968253968,0.00817109526148285,"Group_A"
"GO:0003723",0.00147550721987635,0.13312195542437,0.777777777777778,0.30952380952381,0.468253968253968,0.00817109526148285,"Group_A"
"GO:0005605",0.000477221729076686,17.9598711050257,0.0555555555555556,0.523809523809524,0.468253968253968,0.00347031287380796,"Group_B"
"GO:0006878",0.000477221729076686,17.9598711050257,0.0555555555555556,0.523809523809524,0.468253968253968,0.00347031287380796,"Group_B"
"GO:0016234",0.000477221729076686,17.9598711050257,0.0555555555555556,0.523809523809524,0.468253968253968,0.00347031287380796,"Group_B"
"GO:0019900",0.000477221729076686,0.0556796869060027,0.944444444444444,0.476190476190476,0.468253968253968,0.00347031287380796,"Group_A"
"GO:0019901",0.000477221729076686,0.0556796869060027,0.944444444444444,0.476190476190476,0.468253968253968,0.00347031287380796,"Group_A"
"GO:0021700",0.00147550721987635,0.13312195542437,0.777777777777778,0.30952380952381,0.468253968253968,0.00817109526148285,"Group_A"
"GO:0030234",0.000477221729076686,0.0556796869060027,0.944444444444444,0.476190476190476,0.468253968253968,0.00347031287380796,"Group_A"
"GO:0032660",0.000477221729076686,17.9598711050257,0.0555555555555556,0.523809523809524,0.468253968253968,0.00347031287380796,"Group_B"
"GO:0032700",0.000477221729076686,17.9598711050257,0.0555555555555556,0.523809523809524,0.468253968253968,0.00347031287380796,"Group_B"
"GO:0032940",0.000477221729076686,0.0556796869060027,0.944444444444444,0.476190476190476,0.468253968253968,0.00347031287380796,"Group_A"
"GO:0042119",0.00147550721987635,0.13312195542437,0.777777777777778,0.30952380952381,0.468253968253968,0.00817109526148285,"Group_A"
"GO:0043008",0.000477221729076686,17.9598711050257,0.0555555555555556,0.523809523809524,0.468253968253968,0.00347031287380796,"Group_B"
"GO:0043083",0.000477221729076686,17.9598711050257,0.0555555555555556,0.523809523809524,0.468253968253968,0.00347031287380796,"Group_B"
"GO:0043312",0.00147550721987635,0.13312195542437,0.777777777777778,0.30952380952381,0.468253968253968,0.00817109526148285,"Group_A"
"GO:0046007",0.000477221729076686,17.9598711050257,0.0555555555555556,0.523809523809524,0.468253968253968,0.00347031287380796,"Group_B"
"GO:0046982",0.00147550721987635,0.13312195542437,0.777777777777778,0.30952380952381,0.468253968253968,0.00817109526148285,"Group_A"
"GO:0048469",0.00147550721987635,0.13312195542437,0.777777777777778,0.30952380952381,0.468253968253968,0.00817109526148285,"Group_A"
"GO:0048729",0.000477221729076686,0.0556796869060027,0.944444444444444,0.476190476190476,0.468253968253968,0.00347031287380796,"Group_A"
"GO:0051205",0.000477221729076686,17.9598711050257,0.0555555555555556,0.523809523809524,0.468253968253968,0.00347031287380796,"Group_B"
"GO:0051427",0.00147550721987635,0.13312195542437,0.777777777777778,0.30952380952381,0.468253968253968,0.00817109526148285,"Group_A"
"GO:0055070",0.000477221729076686,17.9598711050257,0.0555555555555556,0.523809523809524,0.468253968253968,0.00347031287380796,"Group_B"
"GO:1902003",0.000477221729076686,17.9598711050257,0.0555555555555556,0.523809523809524,0.468253968253968,0.00347031287380796,"Group_B"
"GO:1903135",0.000477221729076686,17.9598711050257,0.0555555555555556,0.523809523809524,0.468253968253968,0.00347031287380796,"Group_B"
"GO:0000132",0.000304366991102007,0.0891539592121676,0.555555555555556,0.0952380952380952,0.46031746031746,0.00269941881200645,"Group_A"
"GO:0004714",0.000304366991102007,0.0891539592121676,0.555555555555556,0.0952380952380952,0.46031746031746,0.00269941881200645,"Group_A"
"GO:0004842",0.000304366991102007,0.0891539592121676,0.555555555555556,0.0952380952380952,0.46031746031746,0.00269941881200645,"Group_A"
"GO:0006633",0.000304366991102007,0.0891539592121676,0.555555555555556,0.0952380952380952,0.46031746031746,0.00269941881200645,"Group_A"
