Desc	Orthogroup	Acal	Aful	Aric	Aste	Bcal	Bgla	Bner	Cgig	Ctel	Cuni	Dcar	Dgyr	Dpol	Eand	Echl	Gaeg	Gmag	Hhan	Hman	Hmed	Hrob	Hrub	Lana	Lgig	Llon	Lluy	Mcal	Mcor	Mlig	Mmer	Mvul	Myes	Obim	Oida	Paus	Pcro	Pech	Pesc	Ppel	Rota	Rsoc	Rsor	Smed	Spha
(null)	OG0000192	9	12	6	9	4	5	3	4	8	10	8	4	5	8	5	5	7	13	10	6	9	5	8	9	8	8	5	8	10	5	17	5	8	6	5	8	8	6	13	10	12	10	11	5
(null)	OG0000194	4	7	7	10	3	5	3	3	5	7	7	7	4	14	4	4	5	7	14	10	12	5	4	4	10	5	4	4	8	5	17	4	4	16	4	4	5	5	8	8	6	7	8	3
(null)	OG0000195	4	12	5	7	2	2	2	13	8	15	10	5	10	16	5	3	14	19	6	9	12	5	13	6	7	9	16	6	7	21	27	4	6	33	12	7	3	8	7	8	9	8	2	6
(null)	OG0000197	10	11	13	15	5	8	1	5	14	10	12	5	13	11	8	18	27	30	8	4	5	22	8	35	9	12	11	9	21	13	13	4	9	29	9	14	10	7	15	20	10	19	19	8
(null)	OG0000198	4	3	5	9	1	1	3	22	62	5	3	4	20	9	3	5	10	13	6	6	12	7	24	4	6	4	7	1	5	15	17	27	1	7	22	2	3	34	5	4	5	5	3	1
(null)	OG0000199	4	7	8	8	3	5	2	3	6	6	10	4	7	18	4	7	5	5	13	8	12	4	1	5	1	3	6	4	9	5	21	6	3	14	2	1	3	6	3	15	8	10	0	2
(null)	OG0000200	13	5	50	82	10	4	12	4	16	4	40	9	5	10	13	3	3	8	1	1	3	4	7	4	9	34	3	4	6	1	14	5	2	16	9	13	30	9	15	77	28	78	7	4
(null)	OG0000201	6	7	5	7	4	5	5	6	6	7	5	5	5	7	4	5	7	9	5	4	6	5	6	6	8	7	5	5	14	5	15	5	5	21	5	5	7	5	6	8	7	8	9	4
(null)	OG0000202	25	23	22	22	7	14	13	42	16	17	27	23	45	19	14	27	40	49	9	6	8	33	15	23	16	37	38	37	37	43	28	36	9	22	28	13	18	10	21	32	28	23	14	9
(null)	OG0000203	5	0	0	0	0	28	3	41	4	1	0	5	14	15	4	69	81	24	3	2	24	74	22	23	41	38	37	18	26	66	30	1	3	10	12	7	17	20	13	0	0	0	49	2
(null)	OG0000204	7	9	3	5	2	7	8	7	5	10	2	4	11	17	11	8	10	16	6	6	4	7	7	5	13	8	8	7	27	6	16	8	6	18	4	8	4	9	10	5	4	4	10	5
(null)	OG0000205	7	7	5	12	9	7	5	10	6	9	10	4	15	12	9	10	11	15	4	2	3	12	5	11	13	10	11	8	12	25	15	11	7	16	4	7	14	6	12	9	8	14	6	2
(null)	OG0000206	7	5	10	15	3	5	5	2	31	8	11	11	25	5	6	28	24	41	4	3	7	15	25	6	11	24	6	17	8	23	13	6	6	14	4	7	6	22	5	12	10	18	4	3
(null)	OG0000207	9	10	5	9	9	6	1	8	7	13	3	4	17	3	5	16	7	14	3	2	4	10	14	10	4	4	18	9	33	11	10	7	5	18	4	6	3	2	14	11	5	9	14	6
(null)	OG0000208	9	5	0	0	5	7	3	9	14	2	0	6	23	7	6	8	9	62	0	0	2	12	7	3	8	18	17	15	1	17	6	9	4	4	7	1	1	28	5	0	0	0	11	1
(null)	OG0000209	5	6	1	2	1	5	2	14	6	6	2	1	38	59	6	69	54	70	3	3	4	49	8	4	5	7	39	10	6	42	7	28	2	9	4	7	5	3	3	1	1	1	6	1
(null)	OG0000210	7	9	9	13	3	11	2	17	10	11	6	6	58	8	10	16	11	10	4	3	4	13	10	10	14	11	9	7	13	15	22	8	14	26	9	9	6	16	10	10	4	12	3	4
(null)	OG0000211	6	10	14	15	7	8	11	10	6	10	9	7	12	12	6	7	7	16	12	11	14	7	16	6	14	7	15	6	22	13	16	6	6	16	6	9	5	7	14	17	17	14	11	6
(null)	OG0000212	6	8	10	11	5	4	8	4	4	8	10	3	6	9	4	5	4	5	6	7	6	5	4	4	13	5	5	5	17	5	18	4	4	18	5	4	5	4	4	11	11	11	17	4
(null)	OG0000213	9	11	11	10	9	10	2	9	13	16	7	8	6	21	7	7	12	30	9	6	13	8	15	11	16	12	6	10	9	4	37	6	11	38	16	11	7	9	12	12	9	12	7	9
(null)	OG0000214	6	11	8	6	2	5	6	4	9	14	6	4	5	5	4	7	6	11	4	1	7	5	10	7	9	12	4	5	4	4	9	3	5	21	8	14	2	6	8	9	6	7	10	5
(null)	OG0000215	9	13	0	1	3	10	5	7	5	12	1	6	13	12	11	6	7	7	5	3	10	7	6	9	12	6	8	10	6	9	13	6	7	21	7	2	5	8	13	2	4	0	0	4
(null)	OG0000216	12	8	0	0	0	5	11	17	49	8	2	1	14	20	13	4	10	30	0	0	0	13	22	11	2	9	9	8	0	48	15	26	1	9	10	0	3	49	12	0	0	0	0	0
(null)	OG0000217	4	5	4	7	2	11	3	9	4	9	3	2	14	2	6	8	6	2	1	2	1	4	3	2	4	1	6	8	3	21	5	6	4	12	4	4	2	2	6	7	4	7	0	3
(null)	OG0000218	9	10	4	6	8	8	2	16	13	10	6	2	6	3	8	15	21	49	1	3	2	39	12	8	12	5	10	10	25	15	6	15	4	20	10	9	5	25	13	7	7	5	11	4
(null)	OG0000219	8	6	10	13	2	0	16	7	18	11	3	3	5	8	12	2	7	14	8	14	16	8	5	25	14	6	2	3	24	4	30	3	6	8	2	8	4	9	11	17	26	17	5	2
(null)	OG0000220	3	5	0	1	0	3	4	4	38	6	1	1	8	17	3	6	7	16	5	1	9	7	19	6	13	13	14	2	5	1	19	2	4	3	7	4	7	7	3	1	0	3	6	2
(null)	OG0000221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
(null)	OG0000222	15	6	15	22	16	9	1	10	4	5	9	1	3	0	17	13	17	21	1	0	1	11	25	23	3	5	5	16	0	3	3	5	10	14	3	0	1	4	24	15	15	13	0	2
(null)	OG0000223	0	0	0	0	0	3	7	58	41	0	0	0	39	0	0	10	29	55	0	0	0	20	6	14	61	9	22	3	0	25	0	1	0	0	22	14	12	38	9	0	0	0	0	0
(null)	OG0000224	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	2	1	0	2	0	0	0	3	0	1	1	0	1	1	0	0	2	1	1	0	0	0	0	0	0	0	0
(null)	OG0000225	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
(null)	OG0000226	7	9	0	0	4	8	8	11	9	10	3	8	31	19	8	9	9	12	7	8	7	10	6	6	9	8	9	8	1	20	31	6	6	13	5	2	4	18	11	0	0	1	3	7
(null)	OG0000227	8	7	6	9	10	6	4	8	7	6	5	5	5	5	6	12	16	25	2	2	2	12	11	5	13	3	8	6	24	14	7	7	3	7	12	6	6	9	7	20	7	14	8	4
(null)	OG0000229	7	2	1	0	3	6	15	6	1	4	0	2	15	1	18	8	12	57	2	1	1	14	46	13	19	20	14	15	2	32	1	21	5	5	12	4	5	1	14	0	0	0	0	1
(null)	OG0000231	14	5	0	0	2	19	3	18	11	7	0	5	4	10	8	15	25	26	6	4	3	25	14	6	9	11	16	9	0	4	12	11	5	14	9	2	5	17	16	0	0	0	0	7
(null)	OG0000232	9	16	8	12	17	30	4	7	3	23	16	15	17	6	18	4	6	49	2	1	2	4	22	14	4	17	25	8	10	16	8	13	12	34	31	3	12	6	6	14	17	9	6	5
(null)	OG0000235	16	19	4	25	0	17	3	7	33	24	8	14	17	45	18	15	22	17	9	5	14	21	26	13	9	14	25	29	12	48	36	3	6	36	1	14	6	44	14	3	2	6	2	1
(null)	OG0000236	5	7	11	26	4	6	6	6	6	7	14	4	5	6	5	6	7	8	7	5	7	5	4	5	10	7	4	5	19	5	11	5	6	14	4	8	5	4	7	23	14	23	11	4
(null)	OG0000237	7	5	12	12	12	12	8	4	4	5	12	4	5	7	5	3	3	6	2	2	7	7	6	3	9	4	5	5	18	7	10	4	3	7	7	8	2	8	7	10	8	10	10	3
(null)	OG0000238	6	5	12	23	7	6	15	12	7	7	14	7	6	10	7	7	9	15	6	2	6	8	10	9	17	7	8	8	18	6	11	6	9	9	9	9	5	7	18	19	11	17	6	2
(null)	OG0000239	6	9	11	17	15	13	2	8	8	7	8	3	18	19	6	18	28	8	3	2	8	39	9	10	11	22	10	15	13	11	19	18	2	26	6	2	13	26	13	15	10	16	7	2
(null)	OG0000240	4	10	8	9	5	5	7	3	5	8	4	3	5	12	6	4	6	10	10	8	14	5	7	5	13	5	4	5	17	3	24	2	6	13	8	17	3	6	8	8	8	10	11	6
(null)	OG0000241	6	5	9	30	6	6	7	6	8	7	8	6	6	8	6	7	6	12	4	11	8	8	9	7	11	7	6	8	13	8	10	6	6	19	6	5	7	15	7	20	14	24	5	6
(null)	OG0000242	7	1	2	4	0	3	1	2	7	9	1	17	10	22	2	5	8	39	3	3	3	5	6	2	15	7	3	4	20	21	14	2	4	16	4	16	5	18	2	4	2	2	14	4
(null)	OG0000244	10	15	9	10	3	10	4	12	18	19	13	7	15	14	5	10	13	13	12	4	9	15	18	9	11	16	9	8	3	11	15	7	7	25	10	3	9	21	12	10	9	8	4	4
(null)	OG0000245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
(null)	OG0000246	9	6	19	20	12	6	10	15	29	6	27	15	30	15	10	15	16	27	6	4	7	16	13	10	26	22	16	7	48	16	14	13	4	18	14	20	13	21	24	33	12	20	7	5
(null)	OG0000247	1	4	7	4	2	1	2	1	1	5	2	5	1	6	4	3	4	2	3	3	2	1	2	1	4	2	1	3	2	3	10	1	3	11	1	4	1	2	3	4	4	3	4	2
(null)	OG0000248	6	25	6	5	12	12	0	14	21	32	11	6	19	33	14	21	17	32	5	4	6	23	12	20	16	11	13	24	2	31	28	9	10	57	10	4	8	27	17	6	4	7	16	6
(null)	OG0000249	14	16	10	7	13	11	5	6	13	21	6	3	6	8	12	9	19	42	3	3	2	21	15	9	9	35	9	16	19	8	6	8	0	49	9	10	25	19	18	20	8	16	0	2
(null)	OG0000250	3	10	6	12	3	7	4	4	4	3	7	5	13	18	5	5	5	7	14	8	16	4	4	7	9	7	4	6	13	6	32	3	9	19	6	15	5	4	10	12	9	12	10	5
(null)	OG0000251	6	11	7	7	9	5	5	6	9	9	5	8	6	6	6	3	8	13	6	4	6	5	10	7	13	6	6	8	8	11	17	3	5	7	6	18	5	6	9	10	10	4	5	8
(null)	OG0000253	9	10	12	10	3	5	2	6	5	11	7	8	7	8	10	14	13	15	1	0	1	9	6	9	24	13	5	10	11	7	14	6	12	22	9	12	2	8	27	10	6	10	19	5
(null)	OG0000255	5	12	32	40	21	13	7	12	12	12	17	5	26	13	10	17	16	6	6	4	10	10	12	8	11	11	5	23	27	24	13	9	4	13	11	11	11	27	11	35	32	40	12	1
(null)	OG0000256	4	4	6	25	2	2	4	25	18	6	5	4	7	9	9	3	4	18	6	6	15	5	4	13	21	7	2	5	11	8	22	2	17	9	2	9	3	3	7	6	7	5	3	7
(null)	OG0000257	0	0	27	29	2	0	0	10	0	0	31	1	25	0	0	4	0	20	0	0	0	0	0	0	2	0	15	0	11	18	0	2	0	0	3	0	0	20	0	40	26	19	0	0
(null)	OG0000258	3	4	2	3	0	4	5	4	3	6	4	0	2	12	7	6	4	5	6	7	8	6	4	5	5	5	5	5	17	3	12	4	5	8	4	6	2	4	9	2	1	3	28	3
(null)	OG0000259	11	23	12	34	0	11	4	17	42	22	13	1	16	16	6	26	16	28	10	0	13	23	19	13	6	21	24	27	0	23	43	26	5	28	5	0	3	12	14	18	14	13	0	2
(null)	OG0000260	7	6	14	20	11	9	12	8	8	8	11	5	16	5	6	11	6	12	6	2	5	12	9	13	15	7	9	8	18	10	11	9	7	10	6	11	6	9	17	18	10	19	11	5
(null)	OG0000261	7	13	13	18	5	6	7	7	4	8	8	6	12	15	4	7	8	11	9	7	11	6	6	10	19	12	5	8	2	6	20	10	7	17	5	6	4	5	10	19	9	12	8	7
(null)	OG0000262	15	7	9	16	8	5	6	10	16	13	7	1	7	8	8	13	15	14	11	4	11	9	13	5	5	30	9	9	12	5	13	12	3	12	7	6	8	13	6	9	9	7	18	2
(null)	OG0000263	5	8	10	19	6	4	5	3	3	7	8	5	3	14	4	5	5	3	9	5	9	4	5	4	10	3	2	4	9	3	25	2	3	10	2	2	2	2	12	23	13	18	17	2
(null)	OG0000264	1	3	7	7	8	2	7	3	6	1	7	3	4	1	5	1	1	0	0	1	3	4	1	5	2	6	0	3	6	1	1	0	20	6	3	8	20	4	1	6	6	4	7	1
(null)	OG0000265	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	3	0	0	0	1	1	1	2	2	1	0	0	1	0	1	2	0	1	0	0	0	1	0	0	0	0	1
(null)	OG0000266	8	8	20	21	11	7	3	9	9	7	13	4	7	4	7	11	13	11	4	4	4	12	12	6	8	4	7	7	10	14	8	8	4	10	5	5	2	21	8	32	23	24	9	3
(null)	OG0000267	3	2	2	3	1	4	2	2	7	2	1	4	3	5	4	3	3	7	2	3	4	3	2	7	9	1	5	6	8	1	5	2	37	11	4	13	7	8	6	0	2	2	3	4
(null)	OG0000268	2	5	16	22	6	3	4	5	4	6	15	3	7	5	4	2	3	7	3	3	1	3	9	2	7	4	8	3	11	7	4	2	3	13	5	22	2	3	7	24	16	20	23	3
(null)	OG0000270	4	4	2	2	1	3	5	8	4	8	1	7	8	0	6	0	13	1	1	1	1	12	5	7	0	34	12	8	0	20	0	13	1	13	6	0	17	9	10	1	1	0	0	1
(null)	OG0000271	1	0	0	0	0	4	1	9	9	0	0	0	29	2	0	0	8	60	0	0	0	4	2	0	8	1	9	5	9	10	15	4	0	0	14	1	0	19	3	0	0	0	0	0
(null)	OG0000272	4	2	9	7	4	4	19	3	8	7	10	5	2	13	3	2	4	3	10	8	14	2	3	4	9	5	3	3	16	2	19	1	2	22	3	17	3	2	10	6	16	7	12	4
(null)	OG0000273	11	21	2	4	14	14	1	18	20	22	8	11	22	14	13	19	20	37	7	4	4	14	5	16	12	25	16	19	4	31	14	16	9	33	11	4	6	20	21	7	3	5	5	3
(null)	OG0000274	3	1	12	5	0	5	0	2	1	1	14	0	6	5	9	5	19	2	0	0	12	1	1	4	7	51	3	0	0	12	28	0	56	6	1	43	37	5	3	35	24	22	3	0
(null)	OG0000275	5	4	10	5	2	2	3	3	1	1	1	1	7	2	7	3	5	9	1	1	3	4	2	3	2	1	5	1	2	1	2	3	2	1	1	1	1	1	6	11	13	8	14	1
(null)	OG0000277	6	7	12	11	9	5	6	7	9	13	9	4	6	7	4	5	6	9	3	3	7	3	7	4	6	6	10	4	17	6	15	5	5	33	2	3	3	11	12	13	9	12	9	5
(null)	OG0000278	10	0	41	10	0	4	1	8	8	0	68	0	30	10	10	17	24	65	0	0	17	4	3	13	3	32	16	0	1	12	6	3	17	0	4	87	4	54	2	27	50	22	0	0
(null)	OG0000279	5	8	9	6	4	5	6	4	6	4	9	6	4	7	6	6	6	8	7	6	7	4	7	5	17	4	4	6	20	4	11	3	5	15	6	11	2	3	9	6	5	7	8	5
(null)	OG0000280	3	1	13	24	2	2	2	1	1	1	25	0	1	1	4	0	1	1	1	1	1	1	2	3	2	1	1	1	4	1	2	1	1	3	1	2	1	1	4	9	15	6	11	1
(null)	OG0000281	6	8	11	10	3	5	3	6	8	5	7	3	9	11	7	6	7	7	8	3	12	7	6	7	7	8	8	6	4	7	19	6	3	13	3	4	5	5	8	12	8	14	4	5
(null)	OG0000282	5	7	8	19	6	5	1	5	5	6	20	6	4	8	11	8	8	9	8	4	4	6	8	6	12	3	4	5	19	4	10	2	6	15	4	32	3	11	9	25	10	26	7	3
(null)	OG0000283	11	5	7	6	7	9	4	9	6	4	3	2	6	6	7	5	15	7	4	3	4	8	5	6	14	6	8	7	15	7	9	7	4	2	7	9	5	5	8	9	5	7	9	3
(null)	OG0000284	6	8	6	4	1	9	4	7	11	8	3	7	13	23	8	8	7	11	10	8	9	6	7	6	12	7	4	6	13	6	24	5	6	13	8	5	6	9	6	12	5	3	8	2
(null)	OG0000285	2	6	19	22	16	4	5	5	6	5	14	8	16	18	3	3	4	6	10	2	10	5	3	5	10	9	10	3	28	10	28	6	3	11	6	30	5	17	10	22	20	22	21	3
(null)	OG0000286	5	7	3	11	2	5	12	10	7	9	6	4	7	9	6	5	14	15	3	1	1	10	10	3	6	7	7	11	13	9	8	9	4	6	11	2	3	8	4	20	9	9	3	5
(null)	OG0000287	8	15	3	2	1	9	3	4	30	9	2	4	8	9	26	6	6	6	3	4	4	4	3	5	5	22	4	2	6	15	12	7	15	22	1	4	13	36	4	2	1	1	1	5
(null)	OG0000288	1	1	26	24	0	1	18	9	0	5	17	0	11	2	2	6	9	7	1	1	0	9	36	4	2	2	17	0	0	13	6	14	1	2	9	0	2	9	7	32	26	24	0	1
(null)	OG0000289	3	3	7	9	4	3	6	4	5	6	7	4	7	6	3	3	3	3	5	5	4	3	3	3	12	7	2	3	17	2	8	3	5	5	5	12	5	4	10	13	11	11	14	4
(null)	OG0000290	2	1	0	0	0	2	21	2	29	2	0	5	7	0	0	3	33	7	0	0	0	25	17	3	12	51	3	5	21	19	0	2	0	8	17	0	22	3	3	0	0	0	5	0
(null)	OG0000291	0	0	0	0	0	0	0	3	2	0	0	1	1	0	1	3	0	3	0	0	1	0	0	0	1	0	8	0	0	5	0	4	0	0	3	0	0	2	0	0	0	0	0	0
(null)	OG0000292	4	3	20	13	14	2	9	5	1	3	19	6	15	1	3	2	6	69	1	0	1	2	18	3	10	1	7	1	3	11	1	5	5	3	12	2	1	20	4	46	24	20	2	3
(null)	OG0000293	0	0	0	0	13	0	14	0	4	0	1	0	0	38	6	2	5	0	6	0	4	0	1	0	2	0	0	0	0	0	54	0	0	0	11	62	0	0	1	0	0	0	0	0
(null)	OG0000294	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	16	0	3	2	0	0	0	0	3	0	1	0	1	0	1	0	1	0	0	0	0	1
(null)	OG0000295	2	2	12	13	4	1	5	1	1	2	11	0	1	3	1	1	1	2	2	2	2	1	1	1	1	1	1	1	10	1	9	1	1	4	1	10	1	1	2	13	9	12	2	1
(null)	OG0000296	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
(null)	OG0000297	10	7	5	4	7	4	3	3	9	3	5	5	6	4	4	3	6	2	0	2	10	6	5	11	3	4	4	10	2	2	4	3	8	12	3	13	8	8	3	3	4	4	4	1
(null)	OG0000298	12	6	11	8	2	5	11	14	13	5	3	7	15	8	7	7	22	30	4	1	8	20	17	14	13	5	11	8	11	15	13	14	8	11	9	8	4	24	12	14	10	15	4	3
(null)	OG0000299	9	8	7	12	3	7	3	6	3	14	8	6	7	3	7	6	10	7	0	1	0	8	2	6	10	4	4	6	6	6	13	5	6	19	3	9	2	4	8	10	10	12	13	5
(null)	OG0000300	8	4	0	0	0	5	0	2	26	2	0	4	4	19	2	4	14	8	7	3	10	8	24	4	3	25	5	5	7	17	16	10	4	16	4	26	12	23	5	0	0	0	4	2
(null)	OG0000301	2	5	3	6	1	2	2	3	5	4	1	2	2	3	6	2	4	14	2	1	1	3	27	13	8	5	3	2	6	3	5	2	3	4	30	3	2	15	15	3	3	7	2	3
(null)	OG0000302	6	7	15	17	3	3	3	5	4	6	9	5	5	15	5	5	4	4	6	5	4	5	5	5	5	5	5	5	8	5	22	5	4	9	4	3	3	4	6	15	10	14	11	3
(null)	OG0000303	6	6	11	7	5	5	6	4	6	6	7	0	3	7	7	5	4	6	8	5	8	4	6	5	10	5	5	6	22	5	9	5	6	7	4	8	4	5	9	11	9	8	13	5
(null)	OG0000304	7	5	0	0	0	5	5	6	4	6	0	2	4	4	8	5	5	12	5	4	4	4	7	7	11	8	4	4	18	4	4	3	5	12	7	10	4	4	8	0	0	0	13	5
(null)	OG0000305	8	6	2	2	0	3	5	5	4	10	2	1	11	6	8	7	12	9	1	1	1	15	5	4	12	4	8	7	12	16	4	6	5	22	7	0	12	5	9	4	6	6	0	10
(null)	OG0000306	4	5	9	10	3	4	3	4	7	7	6	5	5	13	4	4	6	5	8	3	13	5	6	4	9	12	3	4	10	5	21	4	5	9	4	7	8	9	6	9	7	10	13	4
(null)	OG0000308	7	8	9	10	4	2	7	10	9	7	7	3	8	9	3	12	6	13	5	1	5	6	5	6	17	6	9	6	19	9	8	6	3	17	5	3	13	8	14	15	11	17	12	2
(null)	OG0000309	10	9	20	18	5	2	14	9	9	11	15	5	5	18	8	7	9	11	15	25	17	6	5	10	3	8	5	6	15	4	41	4	10	22	6	8	10	8	11	26	22	22	9	9
(null)	OG0000310	24	35	0	0	0	49	0	78	1	28	0	0	93	0	21	35	47	41	0	0	0	66	1	20	2	0	76	30	0	95	0	55	51	37	0	0	0	0	17	0	0	0	0	14
(null)	OG0000311	4	8	10	11	10	7	7	8	6	6	5	5	10	4	6	9	10	15	3	1	5	12	7	7	10	5	9	6	24	14	5	8	4	17	7	5	7	7	12	13	9	10	13	4
(null)	OG0000312	4	6	10	18	5	5	5	5	6	5	21	4	5	8	6	5	6	11	7	7	6	4	6	3	9	4	6	4	12	5	9	4	7	16	5	4	5	4	6	20	15	18	9	4
(null)	OG0000314	4	3	12	15	8	4	2	7	4	7	7	2	13	3	4	5	6	2	1	1	5	10	2	5	15	4	4	5	11	14	7	6	2	9	5	12	6	8	6	14	6	15	10	3
(null)	OG0000315	7	18	14	14	5	8	0	7	8	13	8	2	18	10	10	10	16	21	3	2	2	12	10	10	9	3	6	12	1	13	21	8	3	29	3	1	3	7	6	15	10	15	4	2
(null)	OG0000316	3	2	2	2	11	3	4	13	2	2	4	2	28	6	4	11	9	17	4	4	4	13	4	13	4	11	8	17	8	11	12	1	4	2	4	8	13	6	26	2	2	4	6	3
(null)	OG0000317	4	7	5	7	3	3	5	3	3	8	3	4	4	13	3	3	6	4	9	8	10	3	3	3	10	6	3	5	12	3	19	3	4	22	4	11	5	4	8	5	5	9	13	5
(null)	OG0000318	3	7	18	20	5	3	15	4	8	7	15	6	3	18	4	3	5	7	10	10	14	4	2	3	11	11	3	4	32	2	33	10	4	17	5	8	9	6	9	19	16	17	29	3
(null)	OG0000319	4	3	10	9	9	5	6	3	6	4	7	2	3	3	6	4	8	17	3	3	3	10	3	4	6	10	3	5	15	3	3	4	5	4	4	13	6	6	9	13	9	11	7	4
(null)	OG0000321	16	9	3	2	0	11	0	26	2	13	0	1	35	6	24	10	12	24	4	4	1	20	12	9	9	6	23	11	5	18	3	17	13	17	3	4	4	5	17	4	5	0	4	9
(null)	OG0000322	4	5	19	31	8	4	15	3	3	6	25	7	7	3	5	3	7	5	2	2	1	5	8	1	16	8	2	2	17	14	10	3	5	6	7	3	4	8	4	22	15	14	10	2
(null)	OG0000323	8	8	0	0	0	4	4	16	14	9	0	3	10	11	7	10	27	49	3	2	2	24	9	14	10	38	15	10	5	25	9	32	5	15	8	2	10	26	8	0	0	0	5	11
(null)	OG0000324	10	27	11	12	8	19	0	10	18	18	10	2	13	15	9	13	25	7	3	2	12	36	20	9	1	1	16	10	10	22	20	14	6	10	0	13	1	12	9	21	12	11	6	2
(null)	OG0000325	7	9	14	13	4	6	3	8	12	13	10	5	6	4	4	7	6	11	0	0	0	6	6	8	16	12	9	8	4	6	6	7	4	21	8	8	3	10	7	13	5	12	6	7
(null)	OG0000326	15	10	22	21	11	9	4	8	6	9	18	2	9	20	12	8	15	17	2	2	1	19	22	9	5	16	11	7	14	11	9	10	3	14	4	2	40	20	8	25	17	26	1	3
(null)	OG0000327	7	6	19	16	2	7	2	7	6	12	11	2	7	5	7	5	7	6	2	3	4	8	7	6	8	5	11	5	13	6	7	5	5	10	4	5	4	4	7	21	4	15	7	4
(null)	OG0000328	12	14	20	12	4	4	11	8	15	18	3	8	20	9	3	7	24	86	6	2	8	27	26	9	15	10	20	12	12	38	10	42	3	21	20	12	4	49	13	16	7	12	5	4
(null)	OG0000329	5	5	7	8	5	6	2	6	16	5	4	6	4	8	8	8	10	11	11	2	12	10	5	14	15	6	16	7	8	6	19	7	26	6	9	9	4	22	6	6	7	5	5	4
(null)	OG0000330	5	8	14	19	4	4	6	7	10	6	14	3	8	6	4	4	5	5	4	9	5	4	6	4	6	4	4	4	7	4	7	5	5	6	6	7	4	7	7	21	13	13	8	4
(null)	OG0000331	7	4	8	21	15	4	6	10	6	7	12	1	12	12	2	4	7	4	3	6	3	8	8	6	7	1	7	6	14	21	11	10	4	11	3	9	1	3	9	10	10	6	5	3
(null)	OG0000332	6	4	19	24	11	3	6	5	10	4	12	5	3	6	5	5	9	19	2	1	4	11	10	10	13	3	5	3	11	2	9	2	3	8	7	7	2	5	11	28	13	29	5	2
(null)	OG0000333	4	7	28	28	8	4	5	3	3	5	22	4	4	22	4	3	2	5	11	8	16	4	6	3	6	5	4	3	22	4	26	3	3	13	5	6	4	3	7	35	22	28	27	3
(null)	OG0000334	13	13	13	16	6	8	3	9	7	8	14	5	9	8	9	5	12	9	6	3	5	8	7	8	10	5	7	7	7	10	10	7	3	12	6	9	3	6	5	15	18	18	5	2
(null)	OG0000335	4	5	12	12	1	4	1	3	7	5	4	2	4	4	3	2	4	9	10	5	4	3	7	3	7	14	7	4	5	4	9	4	3	10	3	4	6	3	5	15	9	11	2	3
(null)	OG0000336	6	6	9	7	5	11	6	9	26	4	6	8	8	11	6	8	29	10	3	0	7	43	13	8	10	7	7	8	11	11	15	8	11	7	7	4	8	12	7	10	8	8	8	3
(null)	OG0000337	17	22	0	0	0	17	0	35	26	27	0	18	20	26	19	21	34	9	14	8	13	25	0	14	33	31	26	15	61	44	25	20	8	34	16	14	15	68	20	0	0	0	15	5
(null)	OG0000338	4	6	11	10	5	4	7	6	5	7	6	7	7	5	4	5	7	5	6	1	5	5	6	6	6	5	5	4	9	6	5	5	5	22	6	3	5	5	6	15	8	13	5	5
(null)	OG0000340	2	5	21	17	1	2	4	1	3	2	18	2	4	5	2	2	4	7	2	3	5	3	4	3	7	3	2	3	3	3	11	3	4	4	4	1	3	5	3	21	11	19	2	4
(null)	OG0000341	11	6	18	19	6	6	9	8	6	8	14	5	14	7	7	5	6	9	5	2	6	5	27	6	12	6	6	5	36	7	7	5	4	8	6	15	4	5	10	16	11	17	10	4
(null)	OG0000342	6	4	5	6	10	6	4	7	9	4	5	4	12	7	10	10	7	6	3	3	3	7	6	5	19	5	10	7	27	15	7	8	4	6	11	15	3	7	5	18	8	13	14	2
(null)	OG0000343	6	6	2	2	0	4	3	3	7	4	2	3	5	20	5	4	2	5	8	7	11	3	4	5	5	4	4	3	9	4	32	3	5	10	4	5	2	4	5	2	2	2	6	2
(null)	OG0000344	9	7	3	7	4	13	6	22	6	16	4	9	9	12	11	10	8	10	4	3	3	5	9	5	6	18	7	14	12	6	19	7	2	20	12	4	5	8	12	4	10	6	2	2
(null)	OG0000345	4	5	7	11	5	5	5	4	3	4	7	3	10	4	5	5	3	7	3	3	3	4	3	2	6	5	3	4	5	4	5	3	3	6	1	4	3	5	3	13	15	8	6	3
(null)	OG0000346	2	5	6	9	2	2	4	3	2	12	3	6	2	17	2	3	4	5	8	8	17	3	3	2	6	5	3	5	5	3	34	2	3	15	3	11	2	3	5	15	13	20	4	5
