FamilyID	Tuco<1>	Pcau<2>	Psam<3>	Ppac<4>	Hexe<5>	Rvar<6>	Ebro<7>	Nstr<8>	Lpol<9>	Ptep<10>	Cscu<11>	Popi<12>	Dpte<13>	Dsil<14>	Smar<15>	Rimm<16>	Hhol<17>	Gmae<18>	Dste<19>	Eaff<20>	Tcal<21>	Ppol<22>	Hazt<23>	Anas<24>	Pchi<25>	Hame<26>	Pcla<27>	Cqua<28>	Dmag<29>	Dgal<30>	Dapu<31>	Dpul<32>	Tqin<33>	Caug<34>	Iele<35>	Znev<36>	Tcas<37>	Dmel<38>	<39>	<40>	<41>	<42>	<43>	<44>	<45>	<46>	<47>	<48>	<49>	<50>	<51>	<52>	<53>	<54>	<55>	<56>	<57>	<58>	<59>	<60>	<61>	<62>	<63>	<64>	<65>	<66>	<67>	<68>	<69>	<70>	<71>	<72>	<73>	<74>	<75>
OG0000021	6	11	28	20	15	15	10	1	23	16	31	12	13	18	9	11	13	12	12	70	38	18	13	13	19	19	18	19	10	11	11	11	19	18	15	12	16	25	8	8	10	18	10	13	10	12	12	15	15	16	15	15	12	12	11	12	15	16	18	33	18	17	16	18	18	18	16	12	12	12	16	16	16	16	17
OG0000023	49	39	19	4	19	30	26	16	16	33	35	23	8	62	22	37	23	24	13	23	10	26	27	28	32	25	24	26	11	13	11	17	8	13	14	7	20	14	8	22	12	11	13	19	15	18	19	22	23	25	23	24	18	20	23	21	17	17	18	17	20	24	25	25	25	25	16	13	13	13	15	15	14	14	15
OG0000024	12	15	20	9	14	18	23	1	55	30	30	26	17	25	22	19	28	16	13	33	22	31	30	15	34	28	40	40	19	25	23	20	15	18	21	21	20	21	8	10	12	13	13	15	15	18	18	24	24	25	24	24	18	18	19	19	19	20	22	24	24	27	26	30	32	33	20	21	21	21	20	20	20	20	20
OG0000026	11	10	19	5	6	6	10	9	26	11	13	9	6	7	11	11	8	16	4	10	6	13	7	5	9	9	8	7	6	6	6	7	5	8	7	5	7	6	8	9	8	9	8	7	8	9	9	10	10	10	10	9	9	9	9	9	8	8	8	8	8	8	8	8	8	8	8	7	7	7	8	8	7	7	7
OG0000027	19	15	13	39	6	4	11	6	22	12	15	10	10	11	8	11	13	19	6	15	5	10	13	11	12	12	13	15	9	8	10	6	7	13	7	7	6	7	8	11	9	17	9	6	9	9	9	11	11	11	11	11	9	10	10	11	9	9	9	9	9	11	11	12	12	12	9	8	8	8	9	9	8	8	8
OG0000028	18	16	65	33	11	17	13	24	43	32	29	40	16	26	42	56	9	20	23	68	40	39	42	12	45	62	46	40	10	12	14	14	59	17	17	11	11	11	8	11	15	33	15	14	16	23	24	27	27	27	27	26	24	25	33	22	25	26	31	40	32	35	34	40	43	43	24	14	14	14	24	23	17	16	14
OG0000029	2	5	6	0	3	3	2	0	5	0	1	1	1	0	1	1	1	4	0	0	0	0	1	3	2	0	0	1	0	2	1	0	0	1	0	2	1	0	2	2	2	2	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000030	28	22	4	2	3	7	55	11	31	18	43	13	0	0	16	65	7	19	9	14	10	29	6	22	14	30	9	14	7	6	4	13	16	40	16	6	15	13	8	14	9	5	10	7	13	14	14	15	15	17	12	7	14	15	20	15	14	14	14	13	15	15	15	15	15	15	14	8	8	8	15	15	14	14	14
OG0000032	13	12	33	9	11	16	11	4	25	9	8	9	5	5	8	11	6	9	5	42	15	16	7	4	6	5	6	6	8	6	6	6	15	7	4	5	6	5	8	9	8	14	8	11	8	8	8	8	8	8	8	7	8	8	8	8	8	8	9	16	9	6	6	6	6	6	8	7	7	7	8	8	6	6	6
OG0000033	21	22	96	46	0	0	33	7	22	40	18	13	2	13	5	28	17	9	54	20	24	17	14	2	10	6	4	2	10	10	13	15	23	39	7	17	18	27	8	13	12	43	12	2	13	14	14	15	15	17	14	13	14	14	14	14	17	17	17	19	15	9	9	8	6	6	17	13	13	13	18	18	17	17	19
OG0000034	5	4	1	0	1	1	6	3	7	2	3	2	1	3	7	5	1	2	3	13	5	9	5	4	6	3	5	6	2	2	3	4	1	2	2	1	2	3	3	3	3	1	3	1	3	3	3	3	3	3	3	3	3	3	4	3	3	3	5	6	5	5	5	5	5	5	3	3	3	3	2	2	2	2	2
OG0000035	1	3	1	1	1	4	9	4	11	29	33	9	2	12	49	74	35	4	9	16	12	15	7	8	8	10	7	8	6	6	7	7	7	7	6	7	10	10	4	3	4	2	4	3	6	10	10	11	11	15	11	10	11	17	33	17	10	10	10	11	10	8	8	8	8	8	9	7	7	7	9	9	9	9	9
OG0000036	5	18	18	12	18	18	16	3	18	13	16	15	7	31	6	40	22	27	4	22	15	18	19	9	23	17	19	20	28	33	27	36	19	28	6	7	9	8	8	8	11	13	11	15	12	14	14	15	15	15	15	15	15	16	17	18	15	16	16	17	16	17	17	18	18	18	16	27	28	28	16	16	11	11	10
OG0000037	24	27	10	2	4	4	20	3	22	11	16	14	5	8	5	11	5	7	3	8	8	11	12	3	8	6	11	5	16	7	7	10	2	13	4	6	5	2	8	14	8	6	8	5	8	8	8	10	10	10	10	9	8	8	8	8	7	7	7	7	7	7	7	7	7	7	7	9	9	9	7	7	6	6	5
OG0000039	47	30	12	10	23	24	21	18	20	46	31	39	2	63	14	24	20	17	10	3	10	38	29	43	28	20	25	13	21	25	24	26	13	9	15	6	6	3	8	19	12	11	13	19	14	17	19	25	26	28	26	26	17	17	17	17	16	16	16	11	20	25	27	24	22	22	16	22	22	22	14	13	11	9	7
OG0000040	18	16	49	25	17	22	18	10	28	15	20	19	12	13	15	15	20	18	8	23	14	14	11	12	11	11	11	11	12	12	14	12	11	13	13	9	11	10	8	11	12	25	12	16	12	13	13	15	15	15	15	15	13	14	14	15	12	12	12	14	12	11	11	11	11	11	12	12	12	12	12	12	11	11	11
OG0000042	15	21	29	10	9	11	17	15	42	19	24	12	4	11	11	18	20	19	14	16	14	17	11	5	13	12	14	14	8	11	9	9	9	19	8	12	11	8	8	11	10	14	10	10	11	13	14	15	15	16	14	13	13	14	14	15	13	13	13	14	13	12	11	12	12	12	13	10	10	10	13	13	11	11	10
OG0000043	14	14	19	8	13	15	12	9	29	21	17	13	11	13	7	13	14	12	17	20	16	20	16	12	14	13	14	15	17	13	13	12	21	27	15	13	26	16	8	10	10	12	10	12	11	13	13	15	15	15	15	15	13	13	12	13	15	16	16	17	16	14	14	14	14	14	16	14	14	14	17	17	17	17	18
OG0000044	14	14	29	2	8	8	11	7	26	15	23	24	4	12	6	20	3	13	15	10	14	13	8	4	13	13	15	15	10	9	9	11	14	12	5	7	9	4	8	10	9	11	9	8	9	10	10	14	14	14	14	13	10	10	10	10	10	10	10	11	10	10	9	12	13	13	10	10	10	10	10	10	8	8	8
OG0000045	0	2	1	0	0	0	2	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	3	2	10	3	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	3	3	3	1	0	0	0	1	1	1	1	1
OG0000046	14	19	25	6	7	11	15	13	48	16	31	22	10	11	18	25	17	36	13	14	16	40	36	13	37	46	44	38	15	15	15	17	14	14	12	13	13	13	8	11	11	13	11	10	13	17	17	19	19	19	19	17	17	18	19	19	17	17	19	17	23	28	27	33	37	37	16	16	16	16	16	16	14	14	14
OG0000048	11	10	49	21	13	16	48	5	24	16	19	10	4	9	15	21	12	11	15	15	14	20	11	18	13	8	15	12	26	24	42	46	34	27	12	10	7	8	8	9	13	24	13	14	14	14	14	14	14	14	13	12	14	14	15	14	16	16	16	15	16	14	14	13	13	13	17	29	30	32	17	17	13	12	10
OG0000049	11	2	37	7	13	1	0	0	1	0	1	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	3	3	11	3	4	2	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
OG0000050	9	1	0	0	0	0	0	0	0	0	0	1	0	1	2	3	2	2	5	5	5	6	2	1	7	2	24	7	9	5	16	38	0	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	2	2	2	2	3	3	4	4	4	4	3	5	6	7	3	10	11	14	1	1	1	0	0
OG0000051	28	10	15	12	7	12	9	24	40	26	32	25	17	19	15	24	23	19	18	32	25	26	27	10	31	39	27	29	21	14	22	21	16	41	8	8	13	15	8	11	10	12	10	10	11	18	20	23	23	24	23	22	18	18	18	19	19	19	21	24	22	24	23	27	29	29	19	19	19	19	19	19	14	14	14
OG0000052	0	1	2	0	0	0	1	0	2	0	62	0	0	0	27	27	0	0	1	2	0	2	4	2	2	1	2	2	2	4	2	3	14	3	1	1	0	0	1	1	1	1	1	0	1	2	2	2	2	3	1	1	2	2	13	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	0
OG0000053	21	11	41	4	9	10	19	7	25	19	28	4	5	11	6	20	8	16	39	9	6	12	8	5	20	9	10	7	23	14	18	26	4	22	3	10	6	6	8	10	10	14	10	10	10	11	11	12	12	14	11	11	11	11	11	11	11	11	11	9	11	10	9	10	10	10	11	18	18	18	11	11	8	8	7
OG0000054	12	15	19	7	8	13	55	11	33	16	22	15	6	12	9	25	12	16	11	18	9	23	12	21	14	16	15	20	16	14	15	17	11	14	15	9	10	6	8	10	11	12	12	11	14	14	14	15	15	15	15	14	14	14	14	14	14	14	14	14	15	16	16	16	16	16	14	15	15	15	14	14	12	11	10
OG0000055	11	13	9	5	11	11	12	12	37	15	14	13	8	12	11	11	10	12	10	21	12	14	13	14	26	18	17	16	10	11	13	13	9	13	11	10	11	9	8	9	9	8	9	10	9	11	11	13	13	13	13	13	11	11	11	11	12	12	13	14	13	15	15	17	17	17	12	12	12	12	12	12	11	11	11
OG0000056	7	15	10	2	5	7	71	15	36	22	34	4	7	19	19	48	15	25	19	22	11	12	10	10	9	9	7	7	8	6	8	12	4	9	5	4	6	4	8	9	10	7	11	8	15	16	16	17	17	19	16	16	16	18	22	18	13	11	11	13	11	10	10	9	9	9	9	8	8	8	8	8	6	6	6
OG0000059	1	4	7	2	0	0	3	0	1	0	1	2	0	4	1	1	2	1	0	0	0	1	1	0	3	1	1	2	1	2	1	1	1	3	2	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000062	7	5	38	1	2	3	11	9	12	10	16	4	2	5	4	6	3	6	1	14	4	10	2	3	2	4	6	7	4	5	4	5	2	4	5	3	3	4	5	5	5	9	5	3	5	5	6	6	6	7	6	6	5	5	5	5	4	4	4	5	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4
OG0000064	10	10	7	4	15	11	18	2	43	15	18	1	11	13	11	19	14	8	5	21	18	18	16	11	26	18	18	17	14	11	12	17	9	11	14	14	12	10	8	8	9	7	9	11	10	11	11	13	13	13	12	12	11	11	12	11	11	12	14	16	14	15	15	17	17	17	12	13	13	13	12	12	12	12	12
OG0000066	3	3	52	34	6	11	17	8	19	46	59	50	14	65	13	12	15	12	24	15	21	49	8	4	14	27	8	29	8	14	12	13	31	76	22	23	61	31	8	6	13	30	13	10	14	17	18	28	31	35	32	32	17	16	15	16	21	22	22	20	22	16	13	17	18	18	23	13	13	13	27	28	28	29	34
OG0000067	6	9	7	0	8	16	3	8	2	18	17	21	0	3	0	34	0	4	1	0	0	2	10	6	1	1	1	4	74	30	7	48	2	58	39	3	4	0	6	6	6	4	6	9	6	6	6	7	7	9	7	5	6	6	7	5	6	6	4	1	4	4	5	2	2	2	10	30	30	30	10	11	11	8	5
OG0000068	9	12	18	10	5	7	11	11	23	15	18	11	8	11	10	17	13	10	9	8	8	14	8	6	10	8	12	9	9	9	9	11	10	11	10	10	8	8	8	9	9	12	9	7	9	10	10	12	12	12	12	12	10	10	11	10	10	10	10	9	10	9	9	9	9	9	10	10	10	10	10	10	10	10	9
OG0000069	18	15	51	28	8	6	14	11	43	19	16	6	7	10	13	18	18	15	11	26	22	29	17	9	18	16	21	24	10	12	14	20	13	20	15	13	14	11	8	11	11	26	11	8	12	14	14	14	14	14	13	12	14	14	14	14	15	15	17	20	18	17	16	18	19	19	15	14	14	14	15	15	14	14	13
OG0000070	8	17	30	13	15	18	11	2	19	9	16	15	2	24	3	17	10	8	8	16	10	18	35	27	29	14	25	22	46	51	94	80	12	24	1	2	4	3	8	9	10	16	10	14	10	10	10	12	12	12	12	12	10	10	10	10	12	14	15	14	17	23	24	23	22	22	14	50	55	61	13	13	4	4	4
OG0000071	0	6	57	7	1	8	2	15	0	16	0	4	1	0	25	21	2	5	16	13	0	4	2	0	2	59	0	0	46	22	3	48	1	43	0	0	5	2	5	5	5	15	5	4	5	6	6	4	4	4	4	3	7	7	13	6	7	7	6	6	5	3	3	3	3	2	7	23	23	23	7	7	3	3	3
OG0000072	27	13	25	9	14	16	32	9	21	15	13	0	9	9	8	12	9	19	8	19	14	19	12	8	11	11	11	11	8	8	8	7	10	13	10	9	8	14	8	12	10	13	10	13	11	11	11	11	11	11	10	10	11	11	11	11	11	11	12	14	12	11	11	11	11	11	11	8	8	8	11	11	11	11	11
OG0000073	10	12	12	7	5	11	14	6	44	19	26	1	10	11	16	13	10	13	10	19	20	17	17	15	18	22	18	23	11	13	10	12	7	14	11	13	11	10	8	9	9	9	9	8	10	12	12	14	14	15	13	13	12	12	13	12	12	12	14	16	15	17	17	18	19	19	12	12	12	12	12	12	12	12	11
OG0000074	19	22	3	0	7	4	23	9	21	12	22	10	4	15	8	47	21	20	19	14	5	60	7	23	14	28	33	25	6	7	10	11	11	6	3	4	3	5	8	12	8	3	8	6	10	12	12	13	13	13	13	13	13	15	17	16	13	13	14	12	18	19	18	20	24	24	11	9	9	9	10	9	5	5	5
OG0000075	17	13	13	9	10	18	13	7	26	15	13	9	6	9	13	17	13	9	5	27	9	14	16	9	8	9	9	11	7	7	7	10	9	25	11	11	8	11	8	10	10	10	10	12	10	11	11	12	12	12	12	11	11	11	12	11	11	11	11	13	11	11	11	10	10	10	11	8	8	8	11	11	11	11	10
OG0000076	8	7	20	7	11	10	8	9	22	26	21	21	9	20	12	14	24	12	12	19	13	23	26	4	21	8	10	14	15	20	22	29	7	24	12	9	9	15	8	8	9	11	9	10	10	13	13	16	16	17	16	16	13	13	13	14	14	14	14	15	14	14	14	14	13	13	14	19	20	21	14	14	12	12	12
OG0000078	10	4	12	7	4	5	17	2	24	16	15	10	6	8	11	11	17	14	10	5	4	10	9	5	11	7	8	9	7	9	9	10	6	9	9	8	10	7	7	7	8	9	8	6	9	9	9	11	11	11	11	10	9	10	10	11	8	8	8	6	8	8	8	8	8	8	8	9	9	9	8	8	8	8	8
OG0000079	14	14	17	7	2	2	17	13	18	11	13	15	6	17	8	11	11	14	10	14	10	26	23	12	9	11	10	16	15	10	20	15	10	17	9	7	16	11	8	10	9	10	9	4	10	11	11	12	12	12	12	12	11	11	11	11	12	12	12	12	13	13	13	12	12	12	12	14	14	14	12	12	11	11	12
OG0000080	2	2	22	11	8	10	22	9	24	23	20	24	12	51	9	56	15	15	11	16	9	18	10	18	21	14	33	20	6	7	6	6	16	14	11	12	19	25	7	5	10	13	10	9	12	14	15	20	20	20	20	21	14	15	18	15	14	14	14	13	15	16	16	18	19	20	14	7	7	7	14	14	14	14	17
OG0000081	12	13	34	15	14	25	44	22	21	24	36	11	12	45	22	71	22	30	33	22	19	15	14	14	12	11	13	12	11	11	13	26	28	15	16	9	16	16	8	9	15	20	16	18	19	21	21	22	22	23	22	22	21	24	29	24	20	18	18	19	17	14	14	13	13	13	18	15	15	15	18	18	16	16	16
OG0000083	5	8	57	18	8	4	17	6	16	19	19	11	0	56	5	13	5	6	5	15	10	27	8	13	9	12	10	9	17	11	18	26	9	4	2	3	5	27	8	8	9	22	9	7	9	9	9	13	13	14	13	13	9	9	9	8	9	9	10	11	11	10	10	10	10	10	9	15	15	16	8	8	7	7	8
OG0000085	13	16	19	5	7	6	21	5	20	10	11	4	6	6	9	21	7	10	8	9	6	9	7	3	7	5	6	10	6	4	5	6	7	15	8	4	6	6	8	10	8	9	8	7	8	8	8	8	8	8	8	8	8	8	10	8	8	8	8	8	8	7	7	7	7	7	8	6	6	6	8	8	7	7	7
OG0000086	8	6	14	7	6	9	15	7	38	16	20	8	11	12	9	13	11	14	11	21	13	14	12	10	10	9	12	13	13	9	11	11	12	19	12	11	11	9	8	8	9	10	9	8	10	11	11	13	13	14	13	13	11	11	11	11	12	12	12	14	12	11	11	11	11	11	12	11	11	11	12	12	11	11	11
OG0000087	9	5	11	8	10	2	29	8	7	30	9	24	7	17	3	6	45	3	7	10	7	26	10	20	5	17	37	12	14	14	21	30	6	4	4	3	12	8	8	8	9	9	9	7	10	10	10	12	12	12	12	12	10	10	8	11	10	10	11	10	13	14	14	14	16	16	10	16	17	18	8	8	7	7	8
OG0000088	9	16	14	3	11	13	15	5	19	17	13	12	7	4	9	25	38	13	11	23	16	11	8	13	27	23	21	30	12	15	11	8	30	15	6	10	11	17	8	9	9	8	9	11	10	12	12	12	12	12	11	10	13	14	14	16	14	14	14	16	14	16	15	20	22	22	14	12	12	12	14	14	12	12	13
OG0000089	5	19	33	12	4	5	70	1	17	7	6	5	3	2	3	5	5	2	6	82	67	15	10	3	9	9	11	13	6	5	5	5	12	7	3	3	3	4	8	8	8	15	8	6	8	6	6	6	6	6	6	5	6	5	5	5	7	7	12	42	12	10	9	10	10	10	7	6	6	6	7	7	4	4	4
OG0000090	23	17	11	9	2	9	11	4	9	7	4	8	2	3	3	6	9	7	3	17	8	5	6	4	6	10	8	5	4	8	17	12	12	5	5	4	8	2	7	12	7	9	7	6	7	6	6	6	6	6	6	5	6	6	6	6	6	6	6	8	6	6	6	6	6	6	6	8	9	10	6	6	5	5	5
OG0000091	12	13	12	1	7	8	18	3	35	14	15	12	6	8	13	15	11	14	11	5	3	16	6	6	13	11	14	9	14	13	14	12	9	13	8	9	9	6	8	9	8	7	8	8	9	10	10	12	12	12	12	11	10	11	12	11	10	10	10	7	10	10	9	11	11	11	10	13	13	13	10	10	9	9	9
OG0000092	7	3	15	28	1	1	9	2	8	25	49	45	9	26	9	18	41	18	0	1	2	8	4	17	5	5	3	16	30	19	30	36	21	21	7	23	32	25	7	6	8	15	8	3	9	12	12	17	19	22	19	19	12	14	14	17	11	11	9	4	9	8	8	7	7	7	15	25	25	26	16	16	17	19	22
OG0000093	2	3	6	0	9	13	3	5	4	5	2	0	2	11	9	9	2	3	9	9	6	6	4	8	13	21	37	12	4	3	5	4	1	18	3	6	3	3	4	4	4	3	4	8	4	4	4	4	4	4	4	4	4	4	6	4	5	5	6	6	6	8	8	12	16	16	5	4	4	4	5	5	4	4	4
OG0000094	11	10	10	3	9	9	14	13	47	19	25	12	9	15	11	11	12	14	4	14	9	14	12	3	17	11	14	16	7	6	9	6	9	17	9	9	11	5	8	9	9	7	9	9	10	11	12	16	16	17	16	15	11	11	11	11	10	10	10	10	10	11	11	13	13	13	10	7	7	7	10	10	9	9	9
OG0000095	16	9	24	4	1	4	32	6	6	42	7	26	3	18	23	34	36	18	18	5	7	17	13	57	19	20	19	27	7	6	7	6	31	17	16	9	16	14	8	9	10	11	10	5	12	14	14	14	14	14	14	14	15	18	21	20	15	15	15	10	16	21	22	21	21	21	15	7	7	7	15	15	14	14	14
OG0000097	7	8	15	6	1	3	3	2	2	4	3	0	1	1	1	2	2	1	1	8	2	3	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	2	3	5	3	7	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1	1	2	2	2	2	2
OG0000098	12	15	18	12	14	10	13	11	13	51	37	32	7	13	5	18	17	20	8	18	10	18	8	25	25	23	13	23	16	10	9	11	13	19	14	14	28	18	8	10	10	13	10	11	11	14	15	18	19	24	19	17	14	14	13	15	14	14	14	14	15	17	17	19	19	19	14	12	12	12	14	14	15	15	18
OG0000099	3	7	6	4	2	4	16	4	12	6	7	3	6	3	7	10	8	10	9	13	8	5	9	6	71	50	45	27	7	5	10	6	7	6	7	4	6	8	6	6	6	5	6	4	6	6	6	6	6	6	6	6	7	7	7	7	7	7	8	9	8	14	12	32	35	35	7	7	7	7	7	7	7	7	7
OG0000100	12	13	7	13	21	15	23	9	28	14	22	18	14	32	11	34	31	16	19	22	14	39	16	13	23	28	16	20	29	20	24	24	19	24	18	13	23	16	8	9	11	10	12	15	14	17	17	19	19	19	19	19	18	19	19	20	19	19	19	19	20	19	18	20	20	20	19	23	23	23	19	19	18	18	18
OG0000101	16	13	9	4	5	8	13	3	31	9	14	11	3	9	9	9	10	8	6	10	7	12	9	9	12	11	11	15	8	8	9	10	10	9	13	9	12	6	8	10	8	7	8	7	8	9	9	10	10	10	10	9	9	9	9	9	9	9	9	9	9	10	10	11	11	11	9	9	9	9	9	9	9	9	9
OG0000102	30	17	35	21	1	4	10	33	13	3	6	3	15	48	12	25	31	21	9	8	8	7	11	6	10	7	8	8	12	7	13	10	6	6	3	4	4	7	8	13	9	19	9	4	9	11	11	11	11	10	11	14	11	14	15	17	9	8	8	8	8	8	8	8	8	8	8	10	10	10	7	7	5	5	5
OG0000103	9	7	36	14	14	6	10	12	7	10	7	0	12	10	7	15	18	29	18	14	9	10	32	9	17	13	15	10	8	7	7	11	20	10	4	6	11	10	8	8	9	17	9	9	9	10	10	9	9	9	9	9	11	12	12	15	11	11	11	11	11	13	14	13	13	13	11	9	9	9	11	11	9	9	9
OG0000104	9	1	21	17	21	13	26	9	7	14	31	0	1	32	9	27	12	6	16	17	12	14	15	9	11	9	13	9	12	12	9	15	2	25	3	2	8	2	8	7	11	16	11	14	11	11	11	11	11	13	11	11	11	11	12	11	11	11	11	12	11	11	11	11	11	11	11	12	12	12	10	10	5	5	5
OG0000105	13	9	28	16	5	4	15	8	11	15	6	1	7	21	11	30	12	9	6	20	13	16	14	20	17	7	15	20	14	12	17	19	40	28	12	13	21	10	8	9	9	16	9	6	9	10	10	10	10	10	10	10	11	11	13	11	13	15	15	15	15	15	15	15	15	15	16	15	15	15	17	17	15	15	15
OG0000106	16	10	38	11	5	4	22	21	11	14	16	9	9	53	9	30	6	7	15	6	5	4	7	10	8	6	6	12	4	3	3	6	12	57	4	4	11	10	8	9	9	16	9	6	10	11	12	13	13	13	13	14	11	11	13	10	10	10	8	7	8	8	8	8	8	8	10	5	5	5	10	10	8	8	9
OG0000107	3	1	16	0	6	21	1	3	17	8	7	8	0	3	0	3	0	2	18	21	15	11	5	2	51	20	9	5	33	41	44	45	7	1	16	2	3	7	4	3	4	5	4	8	4	5	5	6	6	6	6	5	5	3	3	2	10	10	10	13	10	10	8	13	12	11	10	33	35	36	9	9	8	7	6
OG0000108	12	11	15	8	3	3	5	11	9	10	5	7	4	7	4	15	5	8	11	21	12	17	15	11	13	23	21	17	6	5	7	8	4	9	6	13	4	5	7	8	7	9	7	4	7	7	7	7	7	7	7	7	7	7	7	7	8	8	11	13	12	14	14	15	17	17	8	7	7	7	8	8	8	8	6
OG0000110	0	28	0	1	0	0	1	5	3	15	12	97	0	98	9	41	1	4	3	1	7	1	1	0	0	0	0	0	30	16	1	16	6	61	7	0	9	0	3	4	3	1	3	0	3	6	7	12	15	15	23	24	6	6	10	5	6	6	4	4	2	1	1	0	0	0	8	13	13	13	8	8	6	5	5
