Desc	Orthogroup	Acar	Ajap	Amis	Anja	Arub	Asin	Bbom	Bbuf	Blan	Cint	Clup	Cmil	Cpic	Cpla	Cpor	Cser	Ctig	Drer	Ebur	Emac	Ggal	Ggan	Gser	Hsap	Lcha	Leri	Mdom	Muni	Npar	Oana	Pann	Pmeg	Psin	Pwal	Rbiv	Rtem	Sbom	Skow	Sorb	Spur	Tcar	Tgut	Ttru	Xlae	Xtro
(null)	OG0000012	48	34	44	40	31	50	48	46	96	52	49	46	49	50	50	51	54	60	37	53	49	48	49	45	49	48	48	52	52	42	59	19	46	57	52	54	46	77	55	38	55	46	48	87	44
(null)	OG0000015	20	70	15	36	28	12	16	17	41	55	24	21	37	16	9	14	15	18	13	19	13	9	14	19	19	25	20	21	16	16	26	14	16	40	15	19	14	62	28	59	18	11	17	21	13
(null)	OG0000016	15	49	19	31	30	17	21	23	66	11	21	15	18	13	16	17	19	31	17	18	29	16	14	17	19	13	16	17	26	16	20	16	17	21	16	29	20	65	33	31	21	18	17	37	20
(null)	OG0000017	38	22	39	20	22	33	45	43	27	23	55	39	36	44	24	41	44	58	43	39	34	29	45	46	45	44	34	48	42	37	45	45	28	47	45	47	45	40	54	22	44	35	41	85	46
(null)	OG0000018	22	29	22	32	34	21	25	25	26	33	25	29	25	42	22	20	21	36	33	22	21	20	26	19	26	30	20	26	26	19	27	17	17	44	24	24	25	23	45	38	18	19	18	35	23
(null)	OG0000019	26	21	33	24	25	31	38	39	30	15	42	32	34	30	22	33	33	47	28	34	39	31	35	39	34	33	33	36	33	33	39	42	32	35	33	41	35	32	44	34	36	34	34	75	40
(null)	OG0000020	27	52	26	31	23	26	25	27	23	27	36	29	24	29	28	25	26	42	34	26	29	24	26	25	33	26	26	27	27	22	28	24	24	27	27	25	25	24	37	45	27	26	26	47	25
(null)	OG0000021	17	12	16	19	19	18	13	14	63	28	27	21	20	16	13	17	21	19	22	21	24	15	15	16	14	16	23	14	15	19	19	17	19	16	18	20	12	37	21	35	18	13	18	28	13
(null)	OG0000022	12	40	12	22	29	11	11	18	28	10	21	11	12	10	10	11	10	13	12	11	11	10	13	11	13	11	12	13	13	12	13	16	12	17	13	10	11	50	17	43	12	9	12	11	11
(null)	OG0000023	14	24	16	25	40	16	12	12	44	18	16	11	18	13	13	16	18	22	15	18	18	12	15	14	19	12	14	14	12	11	14	18	15	23	16	11	12	65	19	46	18	14	15	25	11
(null)	OG0000024	29	15	28	22	18	25	33	31	30	13	41	32	37	35	27	34	33	36	29	34	39	24	31	34	36	36	28	36	31	29	35	38	22	32	36	35	33	28	44	21	35	33	34	66	34
(null)	OG0000027	29	30	34	17	16	32	30	30	20	18	39	35	32	34	30	33	29	38	24	30	35	27	30	31	33	34	32	33	31	32	34	30	27	35	34	29	30	19	40	15	33	27	30	65	34
(null)	OG0000028	25	5	26	10	10	25	23	20	37	8	26	21	25	23	25	21	26	36	15	25	25	26	17	23	22	23	26	18	20	24	26	28	25	35	18	21	20	45	40	8	30	26	26	37	23
(null)	OG0000029	39	7	32	6	1	43	63	71	3	7	44	32	29	30	19	33	31	94	11	67	46	19	35	66	19	49	32	26	57	24	58	15	24	57	60	46	37	7	94	2	30	30	40	46	42
(null)	OG0000030	19	53	30	24	15	23	16	14	18	42	22	47	18	28	16	37	15	19	39	15	11	15	14	14	29	18	15	16	16	14	23	19	22	47	18	19	15	16	21	20	25	13	13	15	15
(null)	OG0000031	7	19	11	24	31	9	10	11	24	7	11	11	9	13	8	10	10	14	11	8	7	7	10	6	12	9	9	10	12	8	14	8	6	21	11	10	11	80	16	31	10	10	8	17	11
(null)	OG0000032	27	8	32	7	4	29	29	29	43	7	36	29	30	28	26	27	34	41	28	29	24	26	26	27	33	23	26	28	30	26	34	29	30	40	32	29	29	3	48	4	30	25	29	58	28
(null)	OG0000033	13	19	15	53	26	9	14	10	42	6	15	16	11	7	9	10	14	7	6	10	10	8	10	9	15	7	10	10	12	10	11	13	8	19	12	12	11	47	11	42	11	11	8	17	13
(null)	OG0000036	20	24	10	13	30	17	23	25	6	30	13	20	19	17	10	19	16	28	13	18	15	14	27	14	23	16	18	28	29	14	37	16	15	25	30	35	25	35	23	49	16	12	14	44	32
(null)	OG0000038	1	13	1	22	16	1	5	30	10	1	3	3	1	2	1	1	1	12	6	2	1	1	4	5	7	1	2	1	4	1	3	0	1	89	23	20	8	34	19	13	1	1	3	18	4
(null)	OG0000039	37	26	24	33	20	27	30	30	42	23	15	18	27	11	12	24	23	20	18	32	14	14	21	12	19	8	19	27	28	10	29	16	25	46	27	29	29	71	22	46	24	8	8	45	33
(null)	OG0000040	24	23	25	17	18	25	25	25	16	9	31	24	25	24	23	22	25	36	24	25	28	22	25	23	27	20	21	26	26	23	26	26	25	29	24	25	26	20	38	17	25	23	26	56	29
(null)	OG0000041	38	6	7	1	3	7	31	46	4	3	5	4	6	2	11	8	3	15	4	8	2	4	9	4	50	4	2	8	7	2	3	1	5	8	9	48	10	0	10	8	8	2	5	6	8
(null)	OG0000042	26	31	28	25	15	26	26	27	27	12	32	26	27	25	24	24	24	38	21	27	24	23	28	25	29	28	20	29	27	23	30	30	26	34	28	26	26	20	34	26	28	23	27	45	30
(null)	OG0000043	22	20	21	24	17	22	24	24	35	23	28	24	21	24	18	21	25	29	18	22	17	16	25	19	25	24	22	27	22	21	25	22	18	25	26	22	23	19	33	26	23	19	18	46	24
(null)	OG0000046	16	40	20	16	12	16	19	16	28	5	21	15	15	24	15	18	16	25	15	15	17	15	15	13	25	22	12	16	19	13	20	14	18	19	15	20	17	44	24	19	16	15	13	23	15
(null)	OG0000047	5	14	6	16	12	6	21	21	25	11	3	6	5	6	5	8	4	13	10	4	5	4	6	3	12	7	4	5	15	2	10	6	5	26	8	23	23	25	22	28	6	3	3	28	25
(null)	OG0000048	14	54	19	74	43	18	19	17	46	16	15	20	17	17	20	17	15	28	17	16	20	15	18	16	16	18	16	18	16	16	20	17	17	20	19	17	17	51	21	29	21	16	15	37	18
(null)	OG0000049	16	2	20	2	6	21	19	19	19	37	23	33	18	25	15	24	18	22	29	18	20	17	16	15	19	21	15	16	22	12	22	18	18	19	19	17	19	1	27	1	18	11	15	28	19
(null)	OG0000050	19	6	19	60	38	20	23	22	28	3	27	23	21	31	17	15	21	44	12	23	23	19	19	23	25	30	21	21	19	21	35	20	17	24	20	19	22	7	72	11	20	20	23	38	22
(null)	OG0000051	10	13	11	18	7	10	12	10	35	4	9	9	10	10	11	11	11	19	8	10	10	9	9	9	11	9	8	10	10	9	10	10	9	9	9	10	10	12	22	10	10	11	10	24	10
(null)	OG0000053	17	54	13	24	16	13	14	13	51	41	14	16	13	14	15	13	11	18	18	10	11	11	9	13	15	19	9	9	15	14	16	10	11	27	11	22	13	39	18	40	16	13	12	23	13
(null)	OG0000054	25	37	30	33	20	30	30	30	17	10	39	25	28	29	23	28	27	29	26	27	25	24	26	26	30	26	25	28	31	26	28	25	29	36	28	27	28	14	32	36	34	25	26	42	28
(null)	OG0000055	25	13	25	14	14	25	27	26	16	16	34	26	25	28	20	25	25	27	22	24	24	19	26	26	30	23	23	26	24	24	29	27	22	27	30	27	25	13	27	14	26	25	27	61	26
(null)	OG0000056	21	40	28	33	12	30	28	17	42	47	27	23	30	19	9	34	22	16	5	14	14	12	9	20	13	24	14	11	17	19	27	15	20	18	13	20	17	20	14	62	32	13	16	26	17
(null)	OG0000059	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0000060	5	22	4	3	16	5	7	9	26	0	9	6	10	16	6	4	3	31	3	9	5	8	3	22	7	39	3	8	7	4	6	10	8	17	6	10	7	35	28	66	9	8	6	10	10
(null)	OG0000062	21	62	31	40	29	26	34	38	40	18	27	39	26	44	12	47	23	33	33	20	26	13	26	16	20	36	12	27	31	16	33	30	27	59	42	39	29	55	31	29	25	16	13	74	51
(null)	OG0000063	0	3	1	0	1	0	2	6	5	0	0	0	0	0	0	0	0	1	36	0	0	0	0	0	1	0	0	0	1	0	0	0	0	15	0	6	0	4	73	0	0	0	0	3	2
(null)	OG0000064	22	15	21	10	13	22	29	27	11	10	29	23	27	26	21	27	32	39	19	30	24	21	28	26	27	26	21	28	26	25	28	27	19	32	28	25	26	16	38	12	29	23	25	56	28
(null)	OG0000066	7	9	3	10	11	4	5	3	25	7	8	4	4	5	3	3	7	5	4	7	3	3	3	5	4	4	7	3	6	5	10	4	4	11	3	4	3	10	5	21	3	3	3	12	6
(null)	OG0000067	0	10	0	17	10	0	0	0	7	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
(null)	OG0000068	21	18	19	17	14	22	24	20	16	14	31	22	22	21	17	19	22	27	17	22	20	17	22	19	18	19	19	24	19	17	21	19	22	20	23	21	19	12	26	16	20	19	18	33	20
(null)	OG0000069	13	17	11	16	22	11	13	13	34	5	16	10	15	13	11	12	14	18	12	14	11	10	12	13	14	10	12	14	14	13	15	13	13	18	15	14	13	28	20	19	15	11	15	22	14
(null)	OG0000070	4	83	5	7	15	5	21	18	6	39	6	4	4	5	3	4	4	15	3	5	4	3	6	6	4	4	4	6	20	7	9	4	4	11	6	18	14	0	7	40	4	2	4	15	10
(null)	OG0000071	0	13	0	19	5	0	0	0	34	3	0	0	0	0	0	0	0	0	0	0	0	0	16	0	9	0	0	1	0	0	0	0	0	1	0	0	0	6	0	16	0	0	0	0	0
(null)	OG0000072	17	20	15	15	13	16	15	18	19	12	19	18	15	18	15	15	16	15	13	15	15	15	15	16	15	17	17	14	15	15	15	11	16	20	15	15	16	17	17	20	16	15	16	29	17
(null)	OG0000073	15	12	21	9	9	16	24	21	12	9	26	21	18	26	15	19	23	30	20	21	30	15	21	22	22	22	17	21	23	19	21	21	18	25	21	24	20	10	32	11	25	15	21	40	27
(null)	OG0000074	16	33	28	16	8	27	30	34	5	6	17	13	27	17	12	41	12	31	17	13	14	9	14	12	14	11	8	17	38	10	30	24	19	38	17	30	25	10	10	16	20	13	10	38	51
(null)	OG0000075	19	18	15	12	17	16	17	13	13	16	39	21	20	23	14	17	21	22	16	18	18	13	17	22	17	23	17	17	13	19	22	16	17	22	16	16	14	8	19	14	17	17	32	40	18
(null)	OG0000076	16	4	14	13	5	18	18	17	11	6	25	11	18	10	18	17	17	20	10	16	15	15	15	15	15	11	19	16	14	14	20	17	15	16	17	19	19	9	21	15	15	14	14	33	18
(null)	OG0000078	20	12	25	12	14	24	33	42	16	7	33	24	23	28	19	24	23	34	22	25	28	21	25	25	26	25	22	26	33	25	26	25	20	29	25	41	41	20	34	13	25	27	25	66	40
(null)	OG0000079	14	25	14	15	15	15	16	14	17	13	22	18	14	14	11	13	13	16	8	15	14	12	14	16	20	19	15	15	17	14	14	16	14	22	17	16	13	19	15	21	13	13	15	24	16
(null)	OG0000080	26	9	24	1	2	29	27	19	9	10	38	18	26	15	18	23	16	24	8	33	20	18	14	32	14	16	27	18	21	24	19	20	22	23	19	22	19	4	17	7	25	21	29	27	16
(null)	OG0000081	7	10	8	5	10	7	8	5	8	6	10	6	7	6	7	7	7	5	13	7	7	7	7	8	6	6	7	7	5	7	8	7	6	7	10	5	6	10	7	7	8	7	7	12	6
(null)	OG0000083	35	11	13	5	7	16	10	7	7	6	14	15	23	12	13	18	38	13	16	20	9	9	8	11	8	10	15	12	7	15	14	9	9	10	9	14	7	10	20	4	21	11	14	11	7
(null)	OG0000085	20	25	22	14	10	24	20	20	24	9	26	32	23	26	19	25	23	28	30	21	24	19	21	19	22	19	19	25	22	21	22	22	20	25	23	20	35	16	27	14	23	21	19	29	19
(null)	OG0000086	21	10	16	8	9	17	19	18	10	6	18	21	20	18	21	16	18	27	20	17	21	17	20	16	21	19	15	19	18	16	20	17	17	19	20	18	18	10	26	13	22	16	16	41	18
(null)	OG0000087	6	9	11	6	4	12	10	10	18	6	13	16	14	28	6	12	12	18	11	11	8	7	11	9	13	14	11	11	10	10	16	8	9	16	12	16	13	10	13	14	8	6	9	29	22
(null)	OG0000088	16	32	21	34	13	16	10	9	17	8	20	15	22	14	17	25	13	26	12	13	20	16	9	17	8	12	21	8	10	14	15	9	16	9	13	10	11	17	12	17	21	16	16	22	13
(null)	OG0000089	2	1	1	0	0	2	2	2	1	0	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	1	1	2	1	2	0	1	0	2	2	2	3	2
(null)	OG0000090	31	31	22	22	18	21	21	19	25	7	26	16	26	19	18	25	24	24	13	36	15	20	20	23	20	18	21	20	22	22	24	22	17	29	22	25	20	9	28	37	27	17	18	41	25
(null)	OG0000091	18	16	20	12	13	19	23	21	14	10	21	22	21	22	18	20	18	24	22	18	21	18	22	19	22	22	17	22	21	17	22	22	18	23	23	21	22	15	23	13	21	19	19	40	23
(null)	OG0000092	13	24	12	4	22	11	15	18	32	13	13	6	13	5	6	7	5	9	3	14	4	7	8	14	7	4	12	11	14	8	14	10	13	15	9	15	11	19	6	33	11	5	7	17	13
(null)	OG0000093	6	12	7	31	2	8	6	7	12	17	4	6	5	6	7	3	6	5	3	6	6	7	8	7	6	6	8	8	9	4	10	4	4	10	7	6	7	3	5	5	5	5	5	15	9
(null)	OG0000094	20	9	21	9	8	18	17	17	20	8	18	17	21	18	15	19	18	23	21	18	20	15	17	15	16	16	15	18	20	14	19	19	17	25	19	15	17	5	28	9	19	19	15	33	15
(null)	OG0000095	4	49	5	6	12	4	8	9	13	15	4	8	5	8	4	4	5	5	5	4	4	3	6	4	5	4	11	7	5	4	5	3	3	7	6	5	5	15	6	19	4	5	5	7	5
(null)	OG0000096	1	1	9	1	0	1	50	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	3	0	0	9	0	25	0	0	12	0	0	0	6	2	0	0	0	2	0	0	0	3	0
(null)	OG0000097	31	4	29	1	1	37	38	40	26	5	47	27	32	22	15	26	30	28	23	39	34	13	25	38	23	23	25	26	40	38	29	30	20	46	25	40	41	2	28	2	30	26	26	60	32
(null)	OG0000098	4	3	5	17	4	5	4	4	24	12	7	5	5	4	5	4	4	7	3	4	3	4	4	7	5	4	7	4	4	5	5	5	5	4	4	4	4	11	7	20	5	4	6	8	4
(null)	OG0000099	21	14	20	10	10	19	14	11	4	12	22	15	21	25	19	12	20	9	14	27	15	19	23	17	21	27	28	24	8	16	14	18	13	27	20	8	11	10	9	26	20	9	18	13	9
(null)	OG0000100	9	0	8	9	2	9	6	4	11	1	3	2	8	8	9	5	3	7	2	8	2	7	2	5	3	12	8	6	3	5	5	9	4	15	7	5	4	2	8	0	10	2	7	4	3
(null)	OG0000101	19	13	17	10	12	20	18	19	18	9	17	16	19	20	19	19	20	25	10	21	17	17	19	17	20	17	26	19	19	15	18	18	18	18	19	18	19	12	22	14	19	16	15	33	18
(null)	OG0000102	8	14	5	20	12	4	8	8	42	23	6	3	6	3	4	2	5	6	4	16	5	2	5	8	7	4	6	5	8	4	17	9	4	19	6	11	8	11	6	15	6	5	6	10	7
(null)	OG0000103	9	26	9	7	8	9	12	11	5	5	15	10	9	14	8	7	9	12	8	9	10	8	11	10	11	13	9	12	11	8	11	10	8	20	10	16	12	15	12	29	9	6	14	16	10
(null)	OG0000104	19	14	11	16	15	9	9	9	13	13	10	17	13	9	12	12	15	10	6	19	12	11	11	14	7	8	13	14	7	12	8	10	15	15	14	12	8	7	12	29	12	11	10	20	14
(null)	OG0000105	7	21	6	15	23	6	8	7	24	9	9	10	7	8	5	6	14	18	7	11	6	4	7	7	11	9	9	8	7	9	9	7	5	11	8	7	7	16	13	27	10	5	9	10	7
(null)	OG0000106	8	16	11	11	7	10	12	8	8	6	22	13	11	7	11	14	8	12	11	10	10	10	8	12	9	7	16	8	7	9	11	13	9	16	11	12	8	12	15	9	14	9	8	15	9
(null)	OG0000107	26	8	12	0	8	15	22	21	22	2	8	20	20	13	9	23	11	41	3	15	21	12	8	9	15	11	9	6	21	9	18	22	19	27	10	22	22	5	42	10	18	17	8	37	22
(null)	OG0000108	10	23	11	17	20	11	16	14	9	7	15	13	10	19	7	11	11	12	16	12	18	7	9	9	9	38	9	12	10	6	8	12	8	16	13	11	13	20	12	27	11	7	9	22	12
(null)	OG0000109	5	0	1	0	0	0	0	2	15	0	1	0	0	0	3	0	0	0	23	0	1	0	3	3	8	0	0	0	0	0	0	0	0	0	0	1	0	6	10	0	0	0	1	0	0
(null)	OG0000110	1	11	1	12	9	1	2	3	29	3	0	1	2	1	1	2	1	4	1	1	1	1	1	0	1	4	0	1	0	0	1	0	0	3	1	1	1	6	1	16	0	1	0	3	2
(null)	OG0000111	14	6	18	7	6	18	18	17	11	9	23	18	19	20	19	18	19	28	15	19	21	16	20	17	19	17	21	22	18	16	19	20	21	22	21	18	19	8	26	7	17	16	17	41	19
(null)	OG0000112	7	17	6	11	12	6	5	6	44	6	10	7	6	8	5	8	7	6	13	9	5	6	7	7	6	8	7	11	7	6	7	7	5	12	8	5	7	17	5	16	5	3	5	8	6
(null)	OG0000113	12	42	13	35	13	11	10	10	21	16	17	13	12	14	9	17	13	17	10	10	11	10	10	11	13	18	9	10	9	7	12	12	12	11	9	10	11	26	16	24	12	9	9	18	9
(null)	OG0000114	5	33	7	7	13	6	7	7	36	9	8	2	6	2	6	4	5	1	3	7	9	4	5	6	1	2	5	3	5	4	2	6	5	3	4	4	7	28	1	32	4	4	3	8	3
(null)	OG0000116	10	37	8	24	19	11	12	14	32	17	14	12	10	10	9	11	9	15	8	10	10	9	8	13	10	7	12	10	10	7	11	9	11	11	8	10	9	33	11	33	11	9	10	18	9
(null)	OG0000117	1	20	5	18	13	2	2	3	29	37	1	3	3	6	3	5	2	2	5	1	0	2	2	1	5	3	1	2	3	1	2	5	1	3	4	2	1	15	1	16	0	1	1	2	1
(null)	OG0000118	9	17	10	12	7	11	9	10	30	15	13	9	11	8	11	12	8	21	8	10	11	9	11	12	11	8	16	11	10	13	10	10	12	15	10	9	9	20	16	25	14	8	10	18	11
(null)	OG0000119	4	50	4	49	15	3	4	3	18	23	1	12	4	6	2	7	2	5	14	3	2	1	2	1	6	3	2	1	2	2	3	3	1	5	2	4	3	35	4	89	5	2	1	5	4
(null)	OG0000120	11	29	11	23	19	11	12	14	18	23	10	16	12	12	10	10	13	13	8	12	9	9	12	10	14	9	11	11	12	9	17	11	11	17	14	14	13	18	20	36	14	11	10	20	13
(null)	OG0000121	14	10	14	6	9	14	15	13	6	7	20	15	15	14	14	14	12	20	14	14	15	14	13	14	14	15	14	14	15	14	15	11	14	15	14	13	14	6	21	6	14	15	14	30	15
(null)	OG0000122	5	10	7	7	5	6	5	8	17	9	8	6	7	11	6	8	5	4	4	6	5	6	3	6	6	9	7	3	6	7	9	6	6	8	3	7	8	6	5	7	6	3	5	6	5
(null)	OG0000123	3	20	2	25	25	1	2	1	32	12	2	6	2	2	1	4	1	1	5	2	2	1	2	2	1	3	2	4	1	2	2	2	1	3	3	6	1	51	3	25	3	2	3	1	3
(null)	OG0000124	14	5	18	4	2	14	20	17	8	10	24	17	14	19	11	24	14	29	17	13	14	7	10	15	12	16	11	10	15	15	23	13	10	15	16	18	16	2	33	2	15	19	14	34	21
(null)	OG0000125	5	3	6	12	6	5	5	7	9	3	5	3	5	3	4	7	7	5	5	5	6	5	5	5	7	3	5	5	5	5	6	5	5	6	6	6	5	5	5	9	5	5	5	12	6
(null)	OG0000126	18	10	17	8	7	15	18	18	11	7	24	18	17	20	15	16	20	27	10	17	13	14	16	18	20	17	15	18	19	18	18	18	18	21	16	18	18	7	25	9	22	14	17	31	18
(null)	OG0000127	8	14	10	6	11	9	9	9	16	7	11	9	9	8	8	10	7	13	6	7	8	6	8	9	10	8	7	8	9	8	11	9	10	16	9	8	10	40	11	28	9	5	8	15	7
(null)	OG0000128	7	39	7	45	15	8	9	6	40	10	7	7	3	8	3	6	6	36	10	8	6	7	6	5	8	9	5	6	6	5	10	8	7	12	6	13	12	19	7	66	5	7	5	23	17
(null)	OG0000129	11	8	19	5	4	18	16	12	6	3	12	12	16	16	15	13	13	13	6	13	11	15	13	10	11	12	8	13	14	9	23	12	10	11	11	13	11	9	19	3	11	9	11	24	13
(null)	OG0000130	9	4	11	4	5	10	12	12	17	10	12	11	11	12	9	7	11	23	9	11	11	9	10	11	10	12	11	10	13	11	12	9	11	13	11	13	13	4	24	6	10	10	11	27	14
(null)	OG0000132	8	14	11	7	8	12	9	11	11	5	12	19	9	13	10	14	8	15	16	9	11	12	11	9	12	12	12	10	12	11	13	11	12	12	12	11	10	14	11	7	12	11	10	13	11
(null)	OG0000133	6	12	7	30	6	7	6	6	18	8	5	7	8	10	6	8	8	9	6	8	6	6	7	6	9	10	7	8	6	8	10	7	6	8	8	6	6	37	8	10	8	6	6	11	6
(null)	OG0000134	13	12	12	9	8	13	19	18	7	13	20	17	15	14	9	10	12	20	16	12	12	11	17	11	16	14	13	14	18	12	23	14	10	25	15	22	14	7	19	11	17	9	16	29	16
(null)	OG0000136	22	5	25	30	7	23	21	18	3	7	25	27	24	27	16	23	24	35	23	24	25	15	24	20	25	23	20	25	20	20	25	23	17	25	26	18	18	7	35	8	27	22	20	36	18
(null)	OG0000137	13	4	12	6	3	12	21	23	10	4	17	14	14	16	11	10	11	20	18	14	13	10	13	12	9	11	11	16	17	12	14	15	11	21	14	19	17	3	25	4	14	11	12	36	21
(null)	OG0000138	6	0	10	22	7	10	14	13	24	12	10	17	9	14	6	14	8	14	10	8	6	9	9	8	14	7	10	9	26	6	22	15	10	18	11	20	9	22	11	1	5	7	7	24	21
(null)	OG0000139	7	32	7	50	13	6	5	6	32	17	7	7	4	11	6	6	4	11	5	6	6	5	5	5	10	6	5	7	6	4	4	4	7	7	7	21	5	22	9	56	5	5	5	9	6
(null)	OG0000140	0	2	0	15	21	0	2	2	11	1	0	0	0	0	0	2	1	16	5	1	0	0	1	0	4	7	0	1	2	0	1	1	0	1	1	2	1	19	7	12	0	0	0	2	3
(null)	OG0000141	10	10	10	15	9	10	11	11	15	9	23	12	10	12	11	10	10	12	7	10	11	9	12	16	10	13	12	14	10	12	10	12	10	11	11	11	13	12	13	14	12	9	18	21	12
(null)	OG0000142	9	6	11	5	5	10	26	26	12	4	12	14	13	14	7	11	12	25	8	14	12	10	19	11	14	12	11	21	21	12	26	16	11	39	23	22	23	6	31	7	12	10	11	41	21
(null)	OG0000143	13	5	12	6	7	14	16	12	7	7	16	14	14	17	13	11	14	22	10	15	14	12	11	14	13	14	14	12	12	16	14	15	13	15	13	12	12	7	24	6	15	12	14	23	12
(null)	OG0000144	11	6	11	8	9	10	9	10	9	7	9	12	11	11	10	9	10	15	12	10	8	7	9	9	8	10	12	10	8	8	11	11	6	10	10	9	9	8	20	9	13	10	11	14	10
(null)	OG0000145	0	26	0	36	19	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	48	0	0	0	0	0
(null)	OG0000146	9	27	8	20	26	7	8	8	17	13	6	9	9	7	10	10	9	14	8	9	10	6	7	7	13	7	8	9	8	5	11	13	8	13	8	10	11	33	10	44	10	9	7	14	10
(null)	OG0000147	2	9	3	5	3	3	2	2	4	1	4	2	2	2	2	4	2	3	2	2	2	2	2	2	4	2	2	3	2	2	3	3	2	2	2	2	3	4	4	3	3	1	2	4	2
(null)	OG0000148	19	23	22	6	7	18	16	17	8	6	24	23	27	20	12	22	18	23	25	19	17	10	17	18	17	20	16	18	18	18	18	17	20	19	20	18	16	5	18	12	18	14	18	25	20
(null)	OG0000149	28	0	14	0	0	33	37	38	1	1	30	35	35	45	30	35	27	55	7	30	30	30	32	23	50	46	24	37	49	25	50	29	27	25	37	61	34	0	48	0	39	27	22	65	35
(null)	OG0000150	6	8	5	18	19	6	7	10	22	8	3	8	5	5	4	6	5	6	4	7	4	6	6	3	3	7	3	5	8	5	8	5	4	8	6	9	10	17	4	24	7	3	3	14	8
(null)	OG0000151	8	15	8	12	8	9	18	11	18	3	10	7	9	8	9	8	8	9	5	7	9	8	6	10	6	8	8	12	14	9	10	8	8	9	6	16	9	11	9	37	8	9	9	26	17
(null)	OG0000152	15	5	13	6	10	10	21	20	17	2	8	9	12	9	10	12	13	7	1	12	12	5	14	8	9	10	5	15	21	8	13	8	13	23	14	23	18	13	8	10	13	10	10	20	18
(null)	OG0000153	10	14	11	11	9	10	12	10	10	8	13	10	11	11	7	9	9	12	8	10	9	8	10	10	9	9	12	9	10	10	10	9	7	11	9	10	11	9	13	11	12	9	10	15	10
(null)	OG0000154	7	9	7	6	10	8	10	10	16	5	14	8	10	9	7	9	8	12	4	10	7	6	9	8	12	7	7	8	9	7	13	9	7	9	12	9	10	9	14	9	11	9	9	16	9
(null)	OG0000155	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	14	0	1	0	1	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0
(null)	OG0000156	9	5	8	2	8	9	10	12	11	17	8	9	9	9	7	8	9	9	6	8	8	7	8	7	9	9	8	10	10	7	11	9	8	12	12	12	11	2	10	20	8	8	8	28	12
(null)	OG0000157	7	14	9	12	7	9	12	13	10	6	10	5	8	9	6	8	8	8	0	8	7	8	9	9	5	9	8	9	13	7	10	10	8	10	12	16	14	13	9	24	9	7	9	18	11
(null)	OG0000158	15	17	15	12	13	16	23	21	20	7	23	18	20	15	16	18	15	23	8	17	15	15	14	17	15	15	14	23	17	13	19	17	19	13	16	19	17	14	26	11	21	14	15	25	12
(null)	OG0000159	7	13	8	26	27	8	9	8	10	28	12	9	8	10	8	9	5	10	4	7	9	8	9	8	8	8	9	9	8	8	8	6	7	12	9	8	8	12	9	62	8	7	8	14	8
(null)	OG0000160	4	4	6	10	11	6	4	5	16	3	8	8	6	6	6	6	6	12	5	7	5	6	5	6	5	7	5	6	5	6	13	7	6	8	5	5	5	9	17	15	7	6	6	11	5
(null)	OG0000161	15	14	18	6	5	16	14	14	6	5	23	17	16	12	16	16	15	22	8	15	17	13	13	16	15	13	14	14	12	15	14	15	17	14	14	13	13	5	25	5	17	16	16	24	16
(null)	OG0000162	11	9	10	7	2	10	8	8	15	3	13	8	10	6	9	10	13	17	9	10	14	9	8	10	9	7	10	8	10	10	9	8	10	11	8	9	8	2	17	12	12	10	10	15	8
(null)	OG0000163	2	5	2	8	7	4	3	2	9	4	7	4	4	4	3	4	3	2	0	3	4	3	4	3	1	5	5	4	3	2	6	2	3	3	5	3	2	14	3	23	4	2	3	5	3
(null)	OG0000164	7	18	6	8	4	6	17	14	22	8	11	5	11	11	9	11	5	8	4	9	9	6	8	11	6	8	6	9	16	9	11	11	8	20	9	20	9	17	11	6	15	6	6	21	16
(null)	OG0000165	10	25	6	11	7	7	9	8	5	8	14	6	9	7	6	6	8	9	7	11	7	4	9	9	7	12	16	9	8	7	10	3	5	11	10	8	6	8	12	19	8	9	13	13	8
(null)	OG0000167	11	13	11	12	11	12	16	13	7	5	19	13	12	14	12	13	9	18	11	11	20	10	14	14	13	12	14	14	16	10	17	12	11	14	13	15	13	5	17	17	14	10	12	29	13
(null)	OG0000168	1	1	1	2	2	1	1	1	3	9	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	7	1	1	1	1	1
(null)	OG0000169	10	11	9	11	6	12	9	10	10	4	11	9	9	7	10	9	8	12	7	8	7	7	9	8	9	7	7	9	9	8	8	7	9	23	13	10	9	13	11	8	11	7	9	16	10
